names,projected,actual,position
Brandon Pettigrew,,0.0,TE
Brandon Tate,3.0,1.0,WR
Brandon Weeden,,0.0,QB
Brandon Williams,,0.0,TE
Braxton Miller,1.8,,
Brent Celek,,0.0,TE
Breshad Perriman,2.7,11.0,WR
Brett Hundley,,0.0,QB
Brian Hoyer,,0.0,QB
Brian Leonhardt,,0.0,TE
Brian Quick,5.1,4.0,WR
Brittan Golden,2.9,,
Brock Osweiler,11.1,18.0,QB
Broncos D/ST,8.5,16.0,DST
Bruce Gradkowski,,0.0,QB
Bruce Miller,,0.0,TE
Bryan Walters,3.3,3.0,WR
Bryce Brown,,0.0,RB
Bryce Petty,,5.0,QB
Buccaneers D/ST,7.1,12.0,DST
Busta Anderson,,0.0,TE
C.J. Anderson,,0.0,RB
C.J. Fiedorowicz,5.7,4.0,TE
C.J. Spiller,,0.0,RB
C.J. Uzomah,,0.0,TE
Cairo Santos,8.5,3.0,K
Caleb Sturgis,8.6,1.0,K
Calvin Johnson,,0.0,WR
Cam Newton,16.0,12.0,QB
Cameron Brate,5.1,14.0,TE
Cameron Meredith,5.9,6.0,WR
Cardale Jones,,0.0,QB
Cardinals D/ST,5.2,6.0,DST
Carlos Hyde,11.0,9.0,RB
Carson Palmer,16.0,24.0,QB
Carson Wentz,11.3,11.0,QB
Case Keenum,,0.0,QB
Cecil Shorts III,3.2,1.0,WR
Cedric Peerman,,0.0,RB
Chad Henne,,0.0,QB
Chandler Catanzaro,7.1,6.0,K
Charcandrick West,3.2,,
Chargers D/ST,6.6,2.0,DST
Charles Clay,4.5,0.0,TE
Charles Johnson,,3.0,WR
Charles Sims,,0.0,RB
Chase Coffman,,0.0,TE
Chase Daniel,,0.0,QB
Chase Ford,,0.0,TE
Chase Reynolds,,0.0,RB
Chiefs D/ST,4.8,8.0,DST
Chris Boswell,,0.0,K
Chris Conley,4.3,,
Chris Gragg,,0.0,TE
Chris Hogan,4.8,8.0,WR
Chris Ivory,,0.0,RB
Chris Johnson,,0.0,RB
Chris Manhertz,,0.0,TE
Chris Pantale,,0.0,TE
Chris Polk,,0.0,RB
Chris Thompson,5.4,4.0,RB
Christian Hackenberg,,0.0,QB
Christian Ponder,,0.0,QB
Christine Michael,,1.0,RB
Clark Harris,,0.0,TE
Clay Harbor,,0.0,TE
Clive Walford,3.6,1.0,TE
Cobi Hamilton,3.2,1.0,WR
Coby Fleener,3.2,8.0,TE
Cody Core,,5.0,WR
Cody Latimer,,1.0,WR
Cole Beasley,6.5,2.0,WR
Cole Wick,,0.0,TE
Colin Kaepernick,16.8,2.0,QB
Colt McCoy,,0.0,QB
Colts D/ST,7.2,12.0,DST
Connor Barth,7.4,7.0,K
Connor Cook,,0.0,QB
Connor Shaw,,0.0,QB
Cooper Helfet,,0.0,TE
Cordarrelle Patterson,4.1,1.0,WR
Cory Harkey,,0.0,RB
Cowboys D/ST,5.8,6.0,DST
Crockett Gillmore,,0.0,TE
Cyrus Gray,,0.0,RB
D.J. Williams,,0.0,TE
Dak Prescott,14.7,10.0,QB
Damien Williams,2.7,,
Dan Bailey,8.5,5.0,K
Dan Carpenter,8.0,6.0,K
Dan LeFevour,,0.0,QB
Dan Orlovsky,,0.0,QB
Danario Alexander,,0.0,WR
Daniel Brown,3.1,1.0,TE
Daniel Fells,,0.0,TE
Daniel Herron,,0.0,RB
Daniel Thomas,,0.0,RB
Danny Amendola,1.7,3.0,WR
Danny Woodhead,,0.0,RB
Darrel Young,,0.0,RB
Darren Fells,,0.0,TE
Darren McFadden,,0.0,RB
Darren Sproles,8.3,10.0,RB
Darren Waller,,1.0,TE
Darrius Heyward-Bey,,0.0,WR
Daryl Richardson,,0.0,RB
Davante Adams,7.7,1.0,WR
David Ausberry,,0.0,TE
David Fales,,0.0,QB
David Johnson,18.8,0.0,TE
David Morgan II,,0.0,TE
De'Anthony Thomas,,2.0,WR
DeAndre Hopkins,7.9,11.0,WR
DeAngelo Williams,,0.0,RB
DeSean Jackson,6.4,5.0,WR
DeVante Parker,6.9,9.0,WR
Demaryius Thomas,8.5,6.0,WR
Demetrius Harris,,0.0,TE
Denard Robinson,4.8,6.0,RB
Denarius Moore,,0.0,WR
Dennis Pitta,5.3,19.0,TE
Deonte Thompson,3.1,,
Derek Anderson,,-2.0,QB
Derek Carr,15.2,20.0,QB
Derek Carrier,,0.0,TE
Derrick Coleman,,0.0,RB
Devin Funchess,4.1,4.0,WR
Devin Hester,,0.0,WR
Devonta Freeman,11.2,21.0,RB
Devontae Booker,11.2,9.0,RB
Dexter McCluster,,0.0,RB
Dez Bryant,9.9,14.0,WR
Dion Lewis,6.9,3.0,RB
Dion Sims,3.0,3.0,TE
Dolphins D/ST,6.8,-4.0,DST
Dominique Jones,,0.0,TE
Donald Brown,,0.0,RB
Donte Moncrief,7.4,8.0,WR
Dontrelle Inman,7.1,10.0,WR
Dorial Green-Beckham,6.6,2.0,WR
Doug Baldwin,9.1,6.0,WR
Doug Martin,10.4,12.0,RB
Drew Brees,20.9,7.0,QB
Drew Stanton,,0.0,QB
Dri Archer,,0.0,RB
DuJuan Harris,,0.0,RB
Dustin Hopkins,9.0,14.0,K
Dustin Vaughan,,0.0,QB
Dwayne Allen,3.5,25.0,TE
Dwayne Harris,,0.0,WR
Dwayne Washington,4.2,3.0,RB
Dylan Thompson,,0.0,QB
EJ Manuel,,0.0,QB
Eagles D/ST,7.5,0.0,DST
Ed Dickson,,0.0,TE
Eddie Lacy,,0.0,RB
Eddie Royal,,0.0,WR
Eli Manning,15.1,11.0,QB
Eli Rogers,5.6,1.0,WR
Emmanuel Sanders,8.4,2.0,WR
Eric Decker,,0.0,WR
Eric Ebron,7.6,3.0,TE
Eric Weems,,0.0,WR
Erik Swoope,,1.0,TE
Ezekiel Elliott,14.6,15.0,RB
Falcons D/ST,6.2,3.0,DST
Fozzy Whittaker,,0.0,RB
Frank Gore,9.9,7.0,RB
Fred Davis,,0.0,TE
Fred Jackson,,0.0,RB
Freddie Martino,,5.0,WR
Garrett Celek,1.9,0.0,TE
Garrett Graham,,0.0,TE
Garrett Grayson,,0.0,QB
Garrett Hartley,,0.0,K
Gavin Escobar,,0.0,TE
Geno Smith,,0.0,QB
Geoff Swaim,,0.0,TE
George Winn,,0.0,RB
Gerald Christian,,1.0,TE
Giants D/ST,6.2,5.0,DST
Giovani Bernard,,0.0,RB
Golden Tate,9.5,20.0,WR
Graham Gano,7.0,1.0,K
Greg Jennings,,0.0,WR
Greg Little,,0.0,WR
Greg Olsen,7.8,3.0,TE
Greg Salas,,0.0,WR
Greg Scruggs,,0.0,TE
Greg Zuerlein,5.0,5.0,K
Hakeem Nicks,,0.0,WR
Hunter Henry,3.8,1.0,TE
Ifeanyi Momah,,0.0,TE
Isaiah Pead,,0.0,RB
J.J. Nelson,5.3,10.0,WR
Jack Doyle,3.7,1.0,TE
Jacob Tamme,,0.0,TE
Jacoby Brissett,,0.0,QB
Jacoby Jones,,0.0,WR
Jacquizz Rodgers,3.9,4.0,RB
Jaguars D/ST,8.0,4.0,DST
Jake Rudock,,0.0,QB
Jake Stoneburner,,0.0,TE
Jalen Richard,4.6,5.0,RB
Jamaal Charles,,0.0,RB
Jameis Winston,16.1,15.0,QB
James Casey,,0.0,TE
James Develin,,0.0,RB
James Hanna,,0.0,TE
James Jones,,0.0,WR
James O'Shaughnessy,,0.0,TE
James Starks,6.2,0.0,RB
James White,3.2,2.0,RB
James Wright,3.8,2.0,WR
Jamison Crowder,8.3,10.0,WR
Jamize Olawale,,0.0,RB
Jared Cook,4.9,1.0,TE
Jared Goff,9.1,6.0,QB
Jarvis Landry,6.5,8.0,WR
Jason Avant,,0.0,WR
Jason Myers,6.7,5.0,K
Jason Witten,5.5,0.0,TE
Jay Ajayi,11.3,8.0,RB
Jay Cutler,,0.0,QB
Jeff Cumberland,,0.0,TE
Jeff Driskel,,0.0,QB
Jeff Heuerman,,0.0,TE
Jeff Janis,,1.0,WR
Jerell Adams,,1.0,TE
Jeremy Hill,11.6,10.0,RB
Jeremy Kerley,4.4,1.0,WR
Jeremy Langford,3.1,,
Jeremy Maclin,,0.0,WR
Jeremy Ross,,0.0,WR
Jerick McKinnon,6.3,11.0,RB
Jermaine Gresham,4.6,5.0,TE
Jermaine Kearse,5.6,6.0,WR
Jerome Felton,,0.0,RB
Jerome Simpson,,0.0,WR
Jerricho Cotchery,,0.0,WR
Jerrod Johnson,,0.0,QB
Jesse James,3.3,3.0,TE
Jets D/ST,8.0,-5.0,DST
Jim Dray,,0.0,TE
Jimmy Clausen,,0.0,QB
Jimmy Garoppolo,,0.0,QB
Jimmy Graham,8.7,12.0,TE
Joe Banyard,,0.0,RB
Joe Flacco,12.7,29.0,QB
Joe Morgan,,0.0,WR
Joe Webb,,0.0,QB
John Kuhn,,7.0,RB
John Phillips,,0.0,TE
Joique Bell,,0.0,RB
Jonas Gray,,0.0,RB
Jonathan Grimes,,5.0,RB
Jonathan Stewart,9.8,3.0,RB
Jordan Cameron,,0.0,TE
Jordan Gay,,0.0,K
Jordan Howard,13.5,29.0,RB
Jordan Norwood,1.8,0.0,WR
Jordan Reed,,0.0,TE
Jordan Todman,,0.0,RB
Jordy Nelson,10.6,17.0,WR
Jorvorskie Lane,,0.0,RB
Josh Brown,,0.0,K
Josh Ferguson,,1.0,RB
Josh Freeman,,0.0,QB
Josh Hill,3.9,0.0,TE
Josh Javon Johnson,,0.0,QB
Josh Lambo,8.7,2.0,K
Josh Scobee,,0.0,K
Joshua Bellamy,2.9,10.0,WR
Joshua Cribbs,,0.0,WR
Julian Edelman,9.1,10.0,WR
Julio Jones,13.6,11.0,WR
Julius Thomas,,0.0,TE
Justice Cunningham,,0.0,TE
Justin Blackmon,,0.0,WR
Justin Forsett,,0.0,RB
Justin Hunter,1.8,2.0,WR
Justin Perillo,,0.0,TE
Justin Tucker,9.3,10.0,K
Kai Forbath,6.7,10.0,K
Kamar Aiken,2.8,4.0,WR
Kapri Bibbs,3.3,4.0,RB
Keith Wenning,,0.0,QB
Kellen Clemens,,0.0,QB
Kellen Davis,,0.0,TE
Kellen Moore,,0.0,QB
Kellen Winslow,,0.0,TE
Kelvin Benjamin,6.9,1.0,WR
Kendall Gaskins,,0.0,RB
Kendall Hunter,,0.0,RB
Kenjon Barner,,0.0,RB
Kennard Backman,,0.0,TE
Kenneth Dixon,7.6,7.0,RB
Kenneth Farrow,,1.0,RB
Kenny Britt,7.4,12.0,WR
Kenny Stills,5.2,2.0,WR
Kerwynn Williams,,0.0,RB
Kevin Ogletree,,0.0,WR
Khari Lee,,0.0,TE
Khiry Robinson,,0.0,RB
Kirk Cousins,15.7,16.0,QB
Knile Davis,,0.0,RB
Kyle Brindza,,0.0,K
Kyle Juszczyk,,0.0,RB
Kyle Rudolph,6.7,4.0,TE
Kyle Williams,,0.0,WR
LaMike James,,0.0,RB
Ladarius Green,3.4,17.0,TE
Lamar Miller,10.2,2.0,RB
Lance Dunbar,,0.0,RB
Lance Kendricks,4.0,1.0,TE
Lance Moore,,0.0,WR
Landry Jones,,0.0,QB
Larry Donnell,,0.0,TE
Larry Fitzgerald,10.8,7.0,WR
Latavius Murray,11.0,22.0,RB
Le'Veon Bell,17.6,15.0,RB
LeGarrette Blount,10.9,14.0,RB
LeSean McCoy,14.7,19.0,RB
Lee Smith,,0.0,TE
Leonard Hankerson,,0.0,WR
Levine Toilolo,,4.0,TE
Lions D/ST,5.2,9.0,DST
Logan Paulsen,,0.0,TE
Logan Thomas,,0.0,QB
Louis Murphy,,0.0,WR
Luke McCown,,0.0,QB
Luke Stocker,,0.0,TE
Luke Willson,,0.0,TE
Malcolm Mitchell,4.6,8.0,WR
MarQueis Gray,,0.0,TE
Marcedes Lewis,,0.0,TE
Marcel Jensen,,0.0,TE
Marcel Reece,,0.0,RB
Marcus Easley,,0.0,WR
Marcus Thigpen,,0.0,RB
Mark Ingram,7.5,4.0,RB
Mark Sanchez,,0.0,QB
Marqise Lee,5.9,4.0,WR
Marques Colston,,0.0,WR
Marquess Wilson,5.7,,
Marquise Goodwin,4.1,3.0,WR
Marshawn Lynch,,0.0,RB
Martellus Bennett,5.3,0.0,TE
Mason Crosby,8.0,3.0,K
Matt Asiata,5.1,3.0,RB
Matt Barkley,10.3,7.0,QB
Matt Blanchard,,0.0,QB
Matt Bryant,10.2,12.0,K
Matt Flynn,,0.0,QB
Matt Forte,12.7,7.0,RB
Matt LaCosse,,0.0,TE
Matt McGloin,,0.0,QB
Matt Moore,,0.0,QB
Matt Prater,8.7,18.0,K
Matt Ryan,18.6,15.0,QB
Matt Schaub,,0.0,QB
Matt Simms,,0.0,QB
Matt Spaeth,,0.0,TE
Matthew Mulligan,,0.0,TE
Matthew Slater,,0.0,WR
Matthew Stafford,18.1,23.0,QB
Maxx Williams,,0.0,TE
Melvin Gordon,16.5,19.0,RB
Michael Crabtree,8.0,13.0,WR
Michael Floyd,6.8,7.0,WR
Michael Hoomanawanui,,0.0,TE
Michael Thomas,8.3,4.0,WR
Michael Williams,,0.0,TE
Mike Evans,13.3,5.0,WR
Mike Gillislee,2.3,16.0,RB
Mike Glennon,,0.0,QB
Mike James,,0.0,RB
Mike Nugent,6.6,14.0,K
Mike Tolbert,,2.0,RB
Mike Vick,,0.0,QB
Mike Wallace,6.8,5.0,WR
Mike Williams,,0.0,WR
Miles Austin,,0.0,WR
Mohamed Sanu,7.6,2.0,WR
MyCole Pruitt,,0.0,TE
Mychal Rivera,,5.0,TE
Nate Sudfeld,,0.0,QB
Nate Washington,,0.0,WR
Neal Sterling,2.1,4.0,TE
Nelson Agholor,4.0,2.0,WR
Nic Jacobs,,0.0,TE
Nick Boyle,,2.0,TE
Nick Foles,,0.0,QB
Nick Folk,7.8,4.0,K
Nick Novak,7.8,1.0,K
Nick O'Leary,,0.0,TE
Nick Vannett,,2.0,TE
Niles Paul,,0.0,TE
Odell Beckham Jr.,10.9,10.0,WR
Orson Charles,,0.0,TE
Owen Daniels,,0.0,TE
PLAYER,0.0,,
Packers D/ST,7.9,7.0,DST
Panthers D/ST,6.4,-4.0,DST
Patrick DiMarco,,0.0,RB
Patriots D/ST,12.5,14.0,DST
Paul Perkins,4.0,3.0,RB
Paul Turner,2.7,8.0,WR
Paxton Lynch,11.7,5.0,QB
Percy Harvin,,0.0,WR
Pharoh Cooper,2.8,,
Phil Dawson,7.1,6.0,K
Philip Rivers,15.8,14.0,QB
Phillip Dorsett,4.2,,
Pierre Garcon,7.0,7.0,WR
Pierre Thomas,,0.0,RB
Quincy Enunwa,6.7,1.0,WR
Quinton Patton,4.3,,
RaShaun Allen,,0.0,TE
Raiders D/ST,7.7,7.0,DST
Rams D/ST,5.3,-3.0,DST
Randall Cobb,6.4,7.0,WR
Randy Bullock,7.9,11.0,K
Rashad Jennings,8.9,10.0,RB
Ravens D/ST,10.0,14.0,DST
Redskins D/ST,5.1,0.0,DST
Reggie Bush,,0.0,RB
Rex Burkhead,4.3,3.0,RB
Rhett Ellison,,0.0,TE
Ricardo Lockette,,0.0,WR
Richard Rodgers,2.2,1.0,TE
Richie Brockel,,0.0,TE
Rico Darnell Gathers,,0.0,TE
Riley Cooper,,0.0,WR
Rob Gronkowski,,0.0,TE
Rob Housler,,0.0,TE
Robbie Gould,5.8,2.0,K
Robby Anderson,4.6,12.0,WR
Robert Kelley,10.8,6.0,RB
Robert Turbin,2.8,7.0,RB
Roberto Aguayo,7.2,7.0,K
Roddy White,,0.0,WR
Ronnie Hillman,,0.0,RB
Roy Helu Jr.,,0.0,RB
Russell Shepard,3.2,1.0,WR
Russell Wilson,17.2,15.0,QB
Ryan Fitzpatrick,13.4,1.0,QB
Ryan Grant,,2.0,WR
Ryan Griffin,3.9,7.0,TE
Ryan Lindley,,0.0,QB
Ryan Mallett,,0.0,QB
Ryan Mathews,,0.0,RB
Ryan Nassib,,0.0,QB
Ryan Tannehill,10.9,7.0,QB
Ryan Williams,,0.0,RB
Saints D/ST,5.9,-2.0,DST
Sam Bradford,13.8,14.0,QB
Sammie Coates,3.0,,
Sammy Watkins,7.0,3.0,WR
Scott Chandler,,0.0,TE
Scott Tolzien,,0.0,QB
Seahawks D/ST,6.7,9.0,DST
Sean Mannion,,0.0,QB
Sean McGrath,,0.0,TE
Sean Renfree,,0.0,QB
Sebastian Janikowski,8.7,15.0,K
Seth Roberts,5.1,3.0,WR
Seyi Ajirotutu,,0.0,WR
Shane Vereen,,0.0,RB
Shaun Draughn,,2.0,RB
Shaun Hill,,0.0,QB
Shaun Suisham,,0.0,K
Shayne Graham,,0.0,K
Spencer Ware,12.7,16.0,RB
Steelers D/ST,5.3,11.0,DST
Stefon Diggs,9.9,5.0,WR
Stepfan Taylor,,0.0,RB
Stephen Anderson,,0.0,TE
Stephen Gostkowski,7.8,17.0,K
Stephen Hill,,0.0,WR
Stephen Morris,,0.0,QB
Sterling Shepard,7.0,8.0,WR
Stevan Ridley,,0.0,RB
Steve Smith Sr.,7.5,5.0,WR
Steven Hauschka,8.6,16.0,K
Steven Jackson,,0.0,RB
Steven Miller,,0.0,RB
Stevie Johnson,,0.0,WR
T.J. Yates,,0.0,QB
T.J. Yeldon,7.3,7.0,RB
T.Y. Hilton,9.4,14.0,WR
TJ Jones,,4.0,WR
Taiwan Jones,,1.0,RB
Tajh Boyd,,0.0,QB
Tanner McEvoy,,1.0,WR
Tarvaris Jackson,,0.0,QB
Taylor Gabriel,5.7,4.0,WR
Taylor Heinicke,,0.0,QB
Ted Ginn Jr.,5.2,14.0,WR
Teddy Bridgewater,,0.0,QB
Temarrick Hemingway,,0.0,TE
Terrance West,7.7,18.0,RB
Terrance Williams,3.9,1.0,WR
Tevin Coleman,7.3,4.0,RB
Texans D/ST,6.3,3.0,DST
Thaddeus Lewis,,0.0,QB
Theo Riddick,9.8,7.0,RB
Thomas Duarte,,0.0,TE
Thomas Rawls,9.3,23.0,RB
Tim Hightower,9.5,0.0,RB
Timothy Wright,,0.0,TE
Toby Gerhart,,0.0,RB
Todd Gurley,9.2,3.0,RB
Tom Brady,17.1,14.0,QB
Tom Savage,,0.0,QB
Tommy Bohanon,,0.0,RB
Tony Moeaki,,0.0,TE
Tony Romo,,0.0,QB
Torrey Smith,4.5,0.0,WR
Travaris Cadet,1.7,5.0,RB
Travis Benjamin,5.6,2.0,WR
Travis Kelce,8.4,14.0,TE
Tre Mason,,0.0,RB
Trent Richardson,,0.0,RB
Trevone Boykin,,1.0,QB
Trevor Siemian,,0.0,QB
Trey Burton,,5.0,TE
Troy Niklas,,0.0,TE
Troymaine Pope,,2.0,RB
Ty Montgomery,3.3,5.0,WR
Tyler Boyd,6.5,6.0,WR
Tyler Bray,,0.0,QB
Tyler Clutts,,0.0,RB
Tyler Eifert,6.8,8.0,TE
Tyler Gaffney,,0.0,RB
Tyler Higbee,,1.0,TE
Tyler Kroft,,0.0,TE
Tyler Lockett,5.5,19.0,WR
Tyreek Hill,7.2,6.0,WR
Tyrell Williams,7.7,10.0,WR
Tyrod Taylor,16.0,12.0,QB
Vance McDonald,4.9,0.0,TE
Vernon Davis,5.8,4.0,TE
Vick Ballard,,0.0,RB
Victor Cruz,4.0,0.0,WR
Vikings D/ST,5.3,10.0,DST
Vincent Brown,,0.0,WR
Vincent Jackson,,0.0,WR
Virgil Green,,0.0,TE
Wendell Smallwood,7.7,1.0,RB
Wes Saxton,,0.0,TE
Wes Welker,,0.0,WR
Wil Lutz,8.6,8.0,K
Will Fuller V,5.2,5.0,WR
Will Johnson,,0.0,RB
Will Tye,4.7,2.0,TE
Willie Snead,8.6,3.0,WR
Zac Dysert,,0.0,QB
Zac Stacy,,0.0,RB
Zach Ertz,6.5,13.0,TE
Zach Hocker,,0.0,K
Zach Line,,0.0,RB
Zach Mettenberger,,0.0,QB
Zach Miller,,0.0,TE
Zach Sudfeld,,0.0,TE
Zach Zenner,,4.0,RB
