names,projected,actual,position
Cameron Artis-Payne,5.8,5.0,RB
Cameron Brate,3.3,16.0,TE
Cardale Jones,,0.0,QB
Cardinals D/ST,7.5,9.0,DST
Carlos Hyde,7.1,24.0,RB
Carson Palmer,16.5,3.0,QB
Carson Wentz,14.4,21.0,QB
Case Keenum,10.1,13.0,QB
Cecil Shorts III,,0.0,WR
Cedric Peerman,,0.0,RB
Chad Henne,,0.0,QB
Chandler Catanzaro,7.4,6.0,K
Charcandrick West,5.1,,
Chargers D/ST,5.8,9.0,DST
Charles Clay,5.9,0.0,TE
Charles Johnson,4.0,,
Charles Sims,10.9,17.0,RB
Charlie Whitehurst,,0.0,QB
Chase Coffman,,0.0,TE
Chase Daniel,,0.0,QB
Chase Ford,,0.0,TE
Chase Reynolds,,0.0,RB
Chester Rogers,4.5,,
Chiefs D/ST,5.7,32.0,DST
Chris Boswell,7.8,3.0,K
Chris Conley,4.3,4.0,WR
Chris Gragg,,0.0,TE
Chris Hogan,3.5,0.0,WR
Chris Ivory,4.9,1.0,RB
Chris Johnson,2.9,0.0,RB
Chris Manhertz,,0.0,TE
Chris Pantale,,0.0,TE
Chris Polk,,0.0,RB
Chris Thompson,5.1,2.0,RB
Christian Hackenberg,,0.0,QB
Christian Ponder,,0.0,QB
Christine Michael,12.3,22.0,RB
Clark Harris,,0.0,TE
Clay Harbor,,0.0,TE
Clive Walford,4.9,2.0,TE
Coby Fleener,6.3,16.0,TE
Cody Kessler,12.0,9.0,QB
Cody Latimer,,1.0,WR
Cody Parkey,6.3,9.0,K
Cole Beasley,5.5,7.0,WR
Cole Wick,,1.0,TE
Colin Kaepernick,,0.0,QB
Colt McCoy,,0.0,QB
Colts D/ST,3.9,9.0,DST
Connor Barth,7.0,5.0,K
Connor Cook,,0.0,QB
Connor Shaw,,0.0,QB
Cooper Helfet,,0.0,TE
Corey Brown,3.0,5.0,WR
Cory Harkey,,0.0,RB
Cowboys D/ST,4.6,5.0,DST
Craig Stevens,,0.0,TE
Crockett Gillmore,,0.0,TE
Cyrus Gray,,0.0,RB
D.J. Williams,,0.0,TE
Dak Prescott,16.0,22.0,QB
Damien Williams,,8.0,RB
Dan Bailey,8.4,7.0,K
Dan Carpenter,6.9,10.0,K
Dan LeFevour,,0.0,QB
Dan Orlovsky,,0.0,QB
Danario Alexander,,0.0,WR
Daniel Fells,,0.0,TE
Daniel Herron,,0.0,RB
Daniel Thomas,,0.0,RB
Danny Amendola,,2.0,WR
Danny Woodhead,,0.0,RB
Darrel Young,,0.0,RB
Darren Fells,,1.0,TE
Darren McFadden,,0.0,RB
Darren Sproles,7.0,18.0,RB
Darren Waller,,0.0,TE
Darrius Heyward-Bey,,0.0,WR
Daryl Richardson,,0.0,RB
Davante Adams,6.3,8.0,WR
David Ausberry,,0.0,TE
David Fales,,0.0,QB
David Johnson,14.5,0.0,TE
DeAndre Hopkins,12.0,5.0,WR
DeAndre Washington,2.8,5.0,RB
DeAngelo Williams,16.8,4.0,RB
DeMarco Murray,11.4,21.0,RB
DeSean Jackson,7.7,15.0,WR
DeVante Parker,7.3,11.0,WR
Delanie Walker,,0.0,TE
Demaryius Thomas,8.2,14.0,WR
Demetrius Harris,,7.0,TE
Denard Robinson,,0.0,RB
Denarius Moore,,0.0,WR
Dennis Pitta,5.8,4.0,TE
Derek Anderson,,0.0,QB
Derek Carr,15.9,11.0,QB
Derek Carrier,,0.0,TE
Derek Hagan,,0.0,WR
Derrick Coleman,,0.0,RB
Derrick Henry,6.2,4.0,RB
Devin Funchess,3.5,,
Devonta Freeman,10.5,26.0,RB
Devontae Booker,3.0,1.0,RB
Dexter McCluster,2.8,0.0,RB
Dez Bryant,10.2,10.0,WR
Dion Lewis,,0.0,RB
Dion Sims,,4.0,TE
Dolphins D/ST,6.7,3.0,DST
Dominique Jones,,0.0,TE
Donald Brown,,0.0,RB
Dontrelle Inman,5.7,3.0,WR
Dorial Green-Beckham,4.1,3.0,WR
Doug Baldwin,8.7,22.0,WR
Doug Martin,,0.0,RB
Drew Brees,18.6,25.0,QB
Drew Stanton,,0.0,QB
DuJuan Harris,,0.0,RB
Duke Johnson Jr.,5.3,7.0,RB
Dustin Hopkins,6.9,19.0,K
Dustin Vaughan,,0.0,QB
Dwayne Allen,6.6,3.0,TE
Dwayne Bowe,,0.0,WR
Dwayne Harris,,0.0,WR
Dwayne Washington,4.6,3.0,RB
Dylan Thompson,,0.0,QB
E.J. Bibbs,,0.0,TE
EJ Manuel,,0.0,QB
Eagles D/ST,3.3,16.0,DST
Ed Dickson,,2.0,TE
Eddie Lacy,11.1,10.0,RB
Eddie Royal,5.8,2.0,WR
Eli Manning,17.0,14.0,QB
Eli Rogers,4.5,3.0,WR
Emmanuel Sanders,7.8,23.0,WR
Eric Decker,10.2,3.0,WR
Eric Ebron,5.8,6.0,TE
Eric Weems,,0.0,WR
Ezekiel Elliott,12.0,16.0,RB
Falcons D/ST,3.3,6.0,DST
Fozzy Whittaker,4.6,5.0,RB
Frank Gore,11.2,14.0,RB
Fred Davis,,0.0,TE
Fred Jackson,,0.0,RB
Garrett Celek,,2.0,TE
Garrett Graham,,0.0,TE
Garrett Grayson,,0.0,QB
Garrett Hartley,,0.0,K
Gary Barnidge,5.7,8.0,TE
Gavin Escobar,,0.0,TE
Geno Smith,,0.0,QB
Geoff Swaim,,0.0,TE
George Winn,,0.0,RB
Gerald Christian,,0.0,TE
Giants D/ST,6.8,0.0,DST
Giovani Bernard,6.5,3.0,RB
Golden Tate,7.9,4.0,WR
Graham Gano,7.9,4.0,K
Greg Jennings,,0.0,WR
Greg Little,,0.0,WR
Greg Olsen,7.4,6.0,TE
Greg Salas,,0.0,WR
Greg Scruggs,,0.0,TE
Greg Zuerlein,5.8,9.0,K
Hakeem Nicks,,0.0,WR
Harry Douglas,,2.0,WR
Hunter Henry,6.0,5.0,TE
Ifeanyi Momah,,0.0,TE
Isaiah Crowell,9.6,7.0,RB
Isaiah Pead,,1.0,RB
Jace Amaro,,5.0,TE
Jack Doyle,4.1,6.0,TE
Jacob Tamme,6.9,2.0,TE
Jacoby Brissett,12.2,14.0,QB
Jacoby Jones,,0.0,WR
Jacquizz Rodgers,4.4,1.0,RB
Jaelen Strong,4.2,1.0,WR
Jaguars D/ST,5.9,10.0,DST
Jake Rudock,,0.0,QB
Jake Stoneburner,,0.0,TE
Jalen Richard,,3.0,RB
Jalston Fowler,,1.0,RB
Jamaal Charles,,0.0,RB
Jameis Winston,14.9,25.0,QB
James Casey,,0.0,TE
James Develin,,0.0,RB
James Hanna,,0.0,TE
James Jones,,0.0,WR
James O'Shaughnessy,,0.0,TE
James Starks,4.3,0.0,RB
James White,4.2,1.0,RB
James Wright,,1.0,WR
Jamison Crowder,5.7,13.0,WR
Jamize Olawale,,0.0,RB
Jared Cook,4.9,1.0,TE
Jared Goff,,0.0,QB
Jaron Brown,,4.0,WR
Jarvis Landry,9.7,19.0,WR
Jason Avant,,0.0,WR
Jason Myers,7.9,5.0,K
Jason Witten,6.1,2.0,TE
Jay Ajayi,7.8,8.0,RB
Jay Cutler,,0.0,QB
Jeff Cumberland,,0.0,TE
Jeff Driskel,,0.0,QB
Jeff Heuerman,,2.0,TE
Jeremy Hill,7.5,21.0,RB
Jeremy Kerley,5.0,2.0,WR
Jeremy Langford,9.5,4.0,RB
Jeremy Maclin,9.2,3.0,WR
Jerick McKinnon,7.9,6.0,RB
Jermaine Gresham,,0.0,TE
Jermaine Kearse,6.1,1.0,WR
Jerome Cunningham,,0.0,TE
Jerome Felton,,0.0,RB
Jerome Simpson,,0.0,WR
Jerricho Cotchery,,0.0,WR
Jerrod Johnson,,0.0,QB
Jesse James,5.3,1.0,TE
Jets D/ST,6.8,4.0,DST
Jim Dray,,0.0,TE
Jimmy Clausen,,0.0,QB
Jimmy Garoppolo,,0.0,QB
Jimmy Graham,5.0,14.0,TE
Joe Banyard,,0.0,RB
Joe Callahan,,0.0,QB
Joe Flacco,14.5,11.0,QB
Joe Webb,,0.0,QB
John Brown,5.8,7.0,WR
John Kuhn,,6.0,RB
John Phillips,,6.0,TE
Johnny Manziel,,0.0,QB
Joique Bell,,0.0,RB
Jonas Gray,,0.0,RB
Jonathan Grimes,,1.0,RB
Jonathan Stewart,,0.0,RB
Jordan Cameron,4.7,0.0,TE
Jordan Gay,,0.0,K
Jordan Howard,7.2,8.0,RB
Jordan Matthews,9.3,7.0,WR
Jordan Norwood,,0.0,WR
Jordan Reed,8.9,5.0,TE
Jordan Todman,,0.0,RB
Jordy Nelson,12.2,22.0,WR
Jorvorskie Lane,,0.0,RB
Josh Brown,8.5,9.0,K
Josh Ferguson,,2.0,RB
Josh Freeman,,0.0,QB
Josh Hill,,0.0,TE
Josh Huff,,2.0,WR
Josh Javon Johnson,,0.0,QB
Josh Lambo,7.5,11.0,K
Josh McCown,,0.0,QB
Josh Scobee,,0.0,K
Joshua Cribbs,,0.0,WR
Julian Edelman,7.6,4.0,WR
Julio Jones,14.9,1.0,WR
Julius Thomas,6.7,1.0,TE
Justice Cunningham,,0.0,TE
Justin Forsett,8.3,3.0,RB
Justin Hardy,,8.0,WR
Justin Perillo,,1.0,TE
Justin Tucker,7.9,17.0,K
Kai Forbath,,0.0,K
Keith Wenning,,0.0,QB
Kellen Clemens,,0.0,QB
Kellen Davis,,0.0,TE
Kellen Moore,,0.0,QB
Kellen Winslow,,0.0,TE
Kelvin Benjamin,8.6,,
Kendall Gaskins,,0.0,RB
Kendall Hunter,,0.0,RB
Kenjon Barner,,10.0,RB
Kennard Backman,,0.0,TE
Kenny Britt,6.2,1.0,WR
Kenny Stills,5.7,7.0,WR
Kenyan Drake,7.0,4.0,RB
Kerwynn Williams,,0.0,RB
Kevin Hogan,,0.0,QB
Kevin Ogletree,,0.0,WR
Kevin White,7.3,6.0,WR
Khari Lee,,0.0,TE
Kirk Cousins,15.3,19.0,QB
Knile Davis,,0.0,RB
Kyle Brindza,,0.0,K
Kyle Juszczyk,,0.0,RB
Kyle Rudolph,5.8,13.0,TE
Kyle Williams,,0.0,WR
LaMike James,,0.0,RB
Ladarius Green,,0.0,TE
Lamar Miller,11.9,10.0,RB
Lance Dunbar,,6.0,RB
Lance Kendricks,,0.0,TE
Lance Moore,,0.0,WR
Landry Jones,,0.0,QB
Larry Donnell,3.8,1.0,TE
Larry Fitzgerald,10.3,6.0,WR
Latavius Murray,8.8,9.0,RB
Le'Veon Bell,,0.0,RB
LeGarrette Blount,9.3,22.0,RB
LeSean McCoy,12.5,23.0,RB
Lee Smith,,0.0,TE
Leonard Hankerson,,0.0,WR
Levine Toilolo,,0.0,TE
Lions D/ST,5.1,1.0,DST
Logan Paulsen,,0.0,TE
Logan Thomas,,0.0,QB
Louis Murphy,,0.0,WR
Luke McCown,,0.0,QB
Luke Stocker,,0.0,TE
Luke Willson,,0.0,TE
Malcolm Mitchell,,2.0,WR
MarQueis Gray,,0.0,TE
Marc Mariani,,0.0,WR
Marcedes Lewis,,2.0,TE
Marcel Jensen,,0.0,TE
Marcel Reece,,0.0,RB
Marcus Easley,,0.0,WR
Marcus Mariota,15.3,4.0,QB
Marcus Thigpen,,0.0,RB
Mark Ingram,11.8,18.0,RB
Mark Sanchez,,0.0,QB
Markus Wheaton,5.5,,
Marlon Moore,,0.0,WR
Marqise Lee,3.2,4.0,WR
Marques Colston,,0.0,WR
Marquise Goodwin,4.4,,
Marshawn Lynch,,0.0,RB
Martellus Bennett,3.8,1.0,TE
Marvin Jones,11.8,32.0,WR
Mason Crosby,8.3,11.0,K
Matt Asiata,5.3,1.0,RB
Matt Barkley,,0.0,QB
Matt Blanchard,,0.0,QB
Matt Bryant,8.4,9.0,K
Matt Cassel,,0.0,QB
Matt Flynn,,0.0,QB
Matt Forte,12.9,6.0,RB
Matt Jones,7.7,7.0,RB
Matt McGloin,,0.0,QB
Matt Moore,,0.0,QB
Matt Prater,7.6,11.0,K
Matt Ryan,18.3,19.0,QB
Matt Schaub,,0.0,QB
Matt Simms,,0.0,QB
Matt Spaeth,,0.0,TE
Matthew Mulligan,,0.0,TE
Matthew Slater,,0.0,WR
Matthew Stafford,16.6,26.0,QB
Maxx Williams,,0.0,TE
Melvin Gordon,10.5,13.0,RB
Michael Crabtree,7.5,10.0,WR
Michael Floyd,8.6,6.0,WR
Michael Hoomanawanui,,0.0,TE
Michael Thomas,5.9,13.0,WR
Michael Williams,,0.0,TE
Mike Evans,9.3,19.0,WR
Mike Gillislee,,2.0,RB
Mike Glennon,,0.0,QB
Mike James,,0.0,RB
Mike Nugent,6.7,5.0,K
Mike Tolbert,,1.0,RB
Mike Vick,,0.0,QB
Mike Wallace,6.2,3.0,WR
Mike Williams,,0.0,WR
Miles Austin,,0.0,WR
Mohamed Sanu,7.3,3.0,WR
MyCole Pruitt,,0.0,TE
Mychal Rivera,,0.0,TE
Nate Sudfeld,,0.0,QB
Nate Washington,,0.0,WR
Neal Sterling,,0.0,TE
Nelson Agholor,5.3,2.0,WR
Nic Jacobs,,0.0,TE
Nick Boyle,,0.0,TE
Nick Foles,,0.0,QB
Nick Folk,7.0,3.0,K
Nick Novak,7.0,0.0,K
Nick O'Leary,,2.0,TE
Nick Vannett,,0.0,TE
Niles Paul,,0.0,TE
Odell Beckham Jr.,11.6,12.0,WR
Orleans Darkwa,8.3,11.0,RB
Orson Charles,,0.0,TE
Owen Daniels,,0.0,TE
PLAYER,0.0,,
Packers D/ST,6.7,2.0,DST
Panthers D/ST,7.3,4.0,DST
Patrick DiMarco,,0.0,RB
Patrick Murray,,0.0,K
Patriots D/ST,6.4,15.0,DST
Paxton Lynch,,0.0,QB
Percy Harvin,,0.0,WR
Phil Dawson,5.7,3.0,K
Philip Rivers,18.6,11.0,QB
Phillip Dorsett,7.4,2.0,WR
Phillip Supernaw,,0.0,TE
Pierre Garcon,5.6,5.0,WR
Pierre Thomas,,0.0,RB
Quincy Enunwa,7.4,3.0,WR
Quinton Patton,4.0,,
RaShaun Allen,,0.0,TE
Raiders D/ST,7.8,9.0,DST
Rams D/ST,6.7,6.0,DST
Randall Cobb,9.1,3.0,WR
Randall Telfer,,0.0,TE
Randy Bullock,,0.0,K
Rashad Jennings,,0.0,RB
Rashard Higgins,3.9,,
Ravens D/ST,7.9,15.0,DST
Redskins D/ST,5.0,3.0,DST
Reggie Bush,,0.0,RB
Rex Burkhead,,0.0,RB
Rhett Ellison,,1.0,TE
Ricardo Lockette,,0.0,WR
Ricardo Louis,,4.0,WR
Richard Rodgers,,6.0,TE
Richie Brockel,,0.0,TE
Riley Cooper,,0.0,WR
Rishard Matthews,4.2,3.0,WR
Rob Gronkowski,5.4,0.0,TE
Rob Housler,,0.0,TE
Robbie Gould,,0.0,K
Robby Anderson,,3.0,WR
Robert Griffin III,,0.0,QB
Robert Turbin,,6.0,RB
Robert Woods,5.9,5.0,WR
Roberto Aguayo,8.4,1.0,K
Rod Streater,,1.0,WR
Roddy White,,0.0,WR
Ronnie Hillman,,0.0,RB
Ross Travis,,1.0,TE
Roy Helu Jr.,,0.0,RB
Russell Wilson,19.2,13.0,QB
Ryan Fitzpatrick,16.0,-3.0,QB
Ryan Griffin,,5.0,TE
Ryan Lindley,,0.0,QB
Ryan Mallett,,0.0,QB
Ryan Mathews,6.0,0.0,RB
Ryan Nassib,,0.0,QB
Ryan Succop,7.1,4.0,K
Ryan Tannehill,17.1,18.0,QB
Ryan Williams,,0.0,RB
Saints D/ST,3.7,-4.0,DST
Sam Bradford,11.3,10.0,QB
Sammie Coates,3.0,5.0,WR
Scott Chandler,,0.0,TE
Scott Tolzien,,0.0,QB
Seahawks D/ST,12.0,4.0,DST
Sean Mannion,,0.0,QB
Sean McGrath,,1.0,TE
Sean Renfree,,0.0,QB
Sebastian Janikowski,7.2,7.0,K
Seth DeValve,,0.0,TE
Seth Roberts,3.3,8.0,WR
Seyi Ajirotutu,,0.0,WR
Shane Vereen,9.9,12.0,RB
Shaun Draughn,2.8,1.0,RB
Shaun Hill,,0.0,QB
Shaun Suisham,,0.0,K
Shayne Graham,,0.0,K
Spencer Ware,10.1,5.0,RB
Steelers D/ST,7.7,-4.0,DST
Stefon Diggs,8.8,4.0,WR
Stepfan Taylor,,0.0,RB
Stephen Anderson,3.0,,
Stephen Gostkowski,7.7,9.0,K
Stephen Morris,,0.0,QB
Sterling Shepard,8.0,13.0,WR
Stevan Ridley,,0.0,RB
Steve Smith Sr.,6.7,8.0,WR
Steven Hauschka,8.5,13.0,K
Steven Jackson,,0.0,RB
Steven Miller,,0.0,RB
Stevie Johnson,,0.0,WR
T.J. Yates,,0.0,QB
T.J. Yeldon,7.3,2.0,RB
T.Y. Hilton,10.1,23.0,WR
Taiwan Jones,,0.0,RB
Tajae Sharpe,7.9,4.0,WR
Tajh Boyd,,0.0,QB
Tarvaris Jackson,,0.0,QB
Tavon Austin,6.7,16.0,WR
Taylor Gabriel,,3.0,WR
Taylor Heinicke,,0.0,QB
Ted Ginn Jr.,3.2,6.0,WR
Teddy Bridgewater,,0.0,QB
Terrance West,7.2,4.0,RB
Terrance Williams,3.3,6.0,WR
Terrelle Pryor,8.3,23.0,WR
Terrence Magee,,1.0,RB
Tevin Coleman,8.8,26.0,RB
Texans D/ST,8.7,3.0,DST
Thaddeus Lewis,,0.0,QB
Theo Riddick,8.1,3.0,RB
Tim Hightower,3.3,1.0,RB
Timothy Wright,,0.0,TE
Titans D/ST,4.6,3.0,DST
Toby Gerhart,,0.0,RB
Todd Gurley,13.6,20.0,RB
Tom Brady,,0.0,QB
Tom Savage,,0.0,QB
Tommy Bohanon,,0.0,RB
Tommylee Lewis,,4.0,WR
Tony Moeaki,,0.0,TE
Tony Romo,,0.0,QB
Torrey Smith,6.4,3.0,WR
Travaris Cadet,3.0,3.0,RB
Travis Benjamin,9.9,6.0,WR
Travis Coons,,0.0,K
Travis Kelce,7.0,14.0,TE
Trent Richardson,,0.0,RB
Trevone Boykin,,4.0,QB
Trevor Siemian,9.7,28.0,QB
Trey Burton,5.6,1.0,TE
Troy Niklas,,0.0,TE
Tyler Boyd,3.0,1.0,WR
Tyler Bray,,0.0,QB
Tyler Clutts,,0.0,RB
Tyler Eifert,,0.0,TE
Tyler Higbee,,0.0,TE
Tyler Kroft,,0.0,TE
Tyler Lockett,7.4,,
Tyreek Hill,,2.0,WR
Tyrell Williams,8.8,6.0,WR
Tyrod Taylor,15.6,15.0,QB
Vance McDonald,2.9,0.0,TE
Vernon Davis,3.0,0.0,TE
Vick Ballard,,0.0,RB
Victor Cruz,5.8,7.0,WR
Vikings D/ST,5.9,25.0,DST
Vincent Brown,,0.0,WR
Vincent Jackson,6.0,3.0,WR
Virgil Green,,0.0,TE
Walter Powell,,2.0,WR
Wendell Smallwood,,13.0,RB
Wes Saxton,,0.0,TE
Wes Welker,,0.0,WR
Wil Lutz,7.4,8.0,K
Will Fuller V,9.1,3.0,WR
Will Johnson,,0.0,RB
Will Tye,3.5,1.0,TE
Zac Dysert,,0.0,QB
Zac Stacy,,0.0,RB
Zach Ertz,,0.0,TE
Zach Hocker,,0.0,K
Zach Line,,0.0,RB
Zach Mettenberger,,0.0,QB
Zach Miller,5.6,19.0,TE
Zach Sudfeld,,0.0,TE
