names,projected,actual,position
Dwayne Allen,5.2,13.0,TE
Dwayne Bowe,,0.0,WR
Dwayne Harris,,0.0,WR
Dwayne Washington,,6.0,RB
Dylan Thompson,,0.0,QB
E.J. Bibbs,,0.0,TE
EJ Manuel,,0.0,QB
Eagles D/ST,8.2,12.0,DST
Ed Dickson,,0.0,TE
Eddie Lacy,8.7,7.0,RB
Eddie Royal,2.8,11.0,WR
Eli Manning,18.3,18.0,QB
Eli Rogers,5.6,11.0,WR
Emmanuel Sanders,7.8,4.0,WR
Eric Decker,8.9,9.0,WR
Eric Ebron,5.8,10.0,TE
Eric Weems,,0.0,WR
Ezekiel Elliott,12.3,11.0,RB
Falcons D/ST,5.7,0.0,DST
Fozzy Whittaker,,1.0,RB
Frank Gore,9.9,6.0,RB
Fred Davis,,0.0,TE
Fred Jackson,,0.0,RB
Garrett Celek,,1.0,TE
Garrett Graham,,0.0,TE
Garrett Grayson,,0.0,QB
Garrett Hartley,,0.0,K
Gary Barnidge,6.9,0.0,TE
Gavin Escobar,,0.0,TE
Geno Smith,,0.0,QB
Geoff Swaim,,2.0,TE
George Winn,,0.0,RB
Gerald Christian,,0.0,TE
Giants D/ST,5.4,0.0,DST
Giovani Bernard,6.7,2.0,RB
Golden Tate,8.2,4.0,WR
Graham Gano,7.0,8.0,K
Greg Jennings,,0.0,WR
Greg Little,,0.0,WR
Greg Olsen,7.0,7.0,TE
Greg Salas,,0.0,WR
Greg Scruggs,,0.0,TE
Greg Zuerlein,6.3,0.0,K
Hakeem Nicks,,0.0,WR
Harry Douglas,,2.0,WR
Hunter Henry,,2.0,TE
Ifeanyi Momah,,0.0,TE
Isaiah Crowell,7.0,13.0,RB
Isaiah Pead,,0.0,RB
J.J. Nelson,2.8,1.0,WR
Jace Amaro,,0.0,TE
Jack Doyle,,15.0,TE
Jacob Tamme,3.1,5.0,TE
Jacoby Brissett,,0.0,QB
Jacoby Jones,,0.0,WR
Jacquizz Rodgers,,0.0,RB
Jaelen Strong,3.1,,
Jaguars D/ST,5.2,3.0,DST
Jake Rudock,,0.0,QB
Jake Stoneburner,,0.0,TE
Jalen Richard,,15.0,RB
Jamaal Charles,,0.0,RB
Jameis Winston,14.4,25.0,QB
James Casey,,0.0,TE
James Develin,,0.0,RB
James Hanna,,0.0,TE
James Jones,,0.0,WR
James O'Shaughnessy,,0.0,TE
James Starks,5.2,0.0,RB
James White,5.3,4.0,RB
Jamison Crowder,4.5,5.0,WR
Jamize Olawale,,6.0,RB
Jared Cook,5.0,0.0,TE
Jared Goff,,0.0,QB
Jaron Brown,,1.0,WR
Jarvis Landry,7.9,5.0,WR
Jason Avant,,0.0,WR
Jason Myers,7.6,13.0,K
Jason Witten,6.0,6.0,TE
Jay Cutler,11.7,11.0,QB
Jeff Cumberland,,0.0,TE
Jeff Driskel,,0.0,QB
Jeff Heuerman,,0.0,TE
Jeremy Hill,7.4,9.0,RB
Jeremy Kerley,2.7,6.0,WR
Jeremy Langford,9.4,11.0,RB
Jeremy Maclin,8.0,12.0,WR
Jerick McKinnon,4.2,0.0,RB
Jermaine Gresham,,4.0,TE
Jermaine Kearse,4.9,5.0,WR
Jerome Cunningham,,0.0,TE
Jerome Felton,,0.0,RB
Jerome Simpson,,0.0,WR
Jerricho Cotchery,,0.0,WR
Jerrod Johnson,,0.0,QB
Jesse James,3.6,3.0,TE
Jets D/ST,6.5,8.0,DST
Jim Dray,,0.0,TE
Jimmy Clausen,,0.0,QB
Jimmy Garoppolo,14.8,13.0,QB
Jimmy Graham,,1.0,TE
Joe Banyard,,0.0,RB
Joe Callahan,,0.0,QB
Joe Flacco,13.5,12.0,QB
Joe Morgan,,0.0,WR
Joe Webb,,0.0,QB
John Brown,8.4,,
John Kuhn,,0.0,RB
John Phillips,,0.0,TE
Johnny Manziel,,0.0,QB
Joique Bell,,0.0,RB
Jonas Gray,,0.0,RB
Jonathan Grimes,,0.0,RB
Jonathan Stewart,7.0,6.0,RB
Jordan Cameron,4.2,0.0,TE
Jordan Gay,,0.0,K
Jordan Matthews,8.2,17.0,WR
Jordan Norwood,,0.0,WR
Jordan Reed,9.5,6.0,TE
Jordan Todman,,0.0,RB
Jordy Nelson,9.9,9.0,WR
Jorvorskie Lane,,0.0,RB
Josh Brown,,0.0,K
Josh Ferguson,,2.0,RB
Josh Freeman,,0.0,QB
Josh Hill,,0.0,TE
Josh Javon Johnson,,0.0,QB
Josh Lambo,6.6,8.0,K
Josh McCown,,0.0,QB
Josh Scobee,,0.0,K
Joshua Cribbs,,0.0,WR
Julian Edelman,7.2,7.0,WR
Julio Jones,13.0,12.0,WR
Julius Thomas,6.4,12.0,TE
Justice Cunningham,,0.0,TE
Justin Forsett,8.3,5.0,RB
Justin Perillo,,0.0,TE
Justin Tucker,8.6,9.0,K
Ka'Deem Carey,4.0,,
Kai Forbath,,0.0,K
Kamar Aiken,4.5,1.0,WR
Keenan Allen,9.1,6.0,WR
Keith Wenning,,0.0,QB
Kellen Clemens,,0.0,QB
Kellen Davis,,0.0,TE
Kellen Moore,,0.0,QB
Kellen Winslow,,0.0,TE
Kelvin Benjamin,6.3,15.0,WR
Kendall Gaskins,,0.0,RB
Kendall Hunter,,0.0,RB
Kenjon Barner,,4.0,RB
Kennard Backman,,0.0,TE
Kenny Britt,6.3,6.0,WR
Kenny Stills,6.2,1.0,WR
Kerwynn Williams,,0.0,RB
Kevin Hogan,,0.0,QB
Kevin Ogletree,,0.0,WR
Kevin White,5.5,3.0,WR
Khari Lee,,0.0,TE
Khiry Robinson,,0.0,RB
Kirk Cousins,17.4,9.0,QB
Knile Davis,,0.0,RB
Kyle Brindza,,0.0,K
Kyle Juszczyk,,2.0,RB
Kyle Rudolph,4.5,6.0,TE
Kyle Williams,,0.0,WR
LaMike James,,0.0,RB
Lache Seastrunk,,0.0,RB
Ladarius Green,,0.0,TE
Lamar Miller,13.6,11.0,RB
Lance Dunbar,,1.0,RB
Lance Kendricks,2.7,1.0,TE
Lance Moore,,0.0,WR
Landry Jones,,0.0,QB
Laquon Treadwell,2.6,,
Larry Donnell,3.9,7.0,TE
Larry Fitzgerald,8.7,20.0,WR
Latavius Murray,9.8,12.0,RB
Le'Veon Bell,,0.0,RB
LeGarrette Blount,6.4,11.0,RB
LeSean McCoy,12.9,12.0,RB
Lee Smith,,0.0,TE
Leonard Hankerson,,0.0,WR
Leonte Carroo,3.9,1.0,WR
Levine Toilolo,,0.0,TE
Lions D/ST,6.0,-4.0,DST
Logan Paulsen,,0.0,TE
Logan Thomas,,0.0,QB
Louis Murphy,,0.0,WR
Luke McCown,,0.0,QB
Luke Stocker,,0.0,TE
Luke Willson,,2.0,TE
Malcolm Mitchell,,3.0,WR
MarQueis Gray,,0.0,TE
Marc Mariani,,0.0,WR
Marcedes Lewis,,4.0,TE
Marcel Jensen,,0.0,TE
Marcel Reece,,0.0,RB
Marcus Easley,,0.0,WR
Marcus Mariota,13.4,15.0,QB
Marcus Thigpen,,0.0,RB
Mark Ingram,12.1,7.0,RB
Mark Sanchez,,0.0,QB
Marlon Moore,,0.0,WR
Marqise Lee,3.2,2.0,WR
Marques Colston,,0.0,WR
Marshawn Lynch,,0.0,RB
Martellus Bennett,6.3,1.0,TE
Marvin Jones,8.3,8.0,WR
Mason Crosby,8.3,9.0,K
Matt Asiata,,1.0,RB
Matt Barkley,,0.0,QB
Matt Blanchard,,0.0,QB
Matt Bryant,8.5,10.0,K
Matt Cassel,,0.0,QB
Matt Flynn,,0.0,QB
Matt Forte,9.2,14.0,RB
Matt Jones,6.6,2.0,RB
Matt McGloin,,0.0,QB
Matt Moore,,0.0,QB
Matt Prater,8.0,8.0,K
Matt Ryan,14.8,24.0,QB
Matt Schaub,,0.0,QB
Matt Simms,,0.0,QB
Matt Spaeth,,0.0,TE
Matthew Mulligan,,0.0,TE
Matthew Slater,,0.0,WR
Matthew Stafford,17.9,25.0,QB
Maxx Williams,,0.0,TE
Melvin Gordon,7.0,17.0,RB
Michael Crabtree,9.0,10.0,WR
Michael Floyd,8.7,6.0,WR
Michael Hoomanawanui,,0.0,TE
Michael Thomas,6.4,5.0,WR
Michael Williams,,0.0,TE
Mike Evans,8.5,15.0,WR
Mike Gillislee,,0.0,RB
Mike Glennon,,0.0,QB
Mike James,,0.0,RB
Mike Nugent,6.8,11.0,K
Mike Tolbert,,0.0,RB
Mike Vick,,0.0,QB
Mike Wallace,6.0,16.0,WR
Mike Williams,,0.0,WR
Miles Austin,,0.0,WR
Mohamed Sanu,6.0,16.0,WR
MyCole Pruitt,,0.0,TE
Mychal Rivera,,0.0,TE
Nate Sudfeld,,0.0,QB
Nate Washington,,0.0,WR
Neal Sterling,,0.0,TE
Nelson Agholor,3.0,11.0,WR
Nic Jacobs,,0.0,TE
Nick Boyle,,0.0,TE
Nick Foles,,0.0,QB
Nick Folk,7.1,10.0,K
Nick Novak,8.2,11.0,K
Nick O'Leary,,0.0,TE
Nick Vannett,,0.0,TE
Niles Paul,,0.0,TE
Odell Beckham Jr.,13.6,7.0,WR
Orleans Darkwa,3.0,,
Orson Charles,,0.0,TE
Owen Daniels,,0.0,TE
PLAYER,0.0,,
Packers D/ST,9.1,5.0,DST
Panthers D/ST,10.6,8.0,DST
Patrick DiMarco,,0.0,RB
Patrick Murray,6.5,4.0,K
Patriots D/ST,5.4,3.0,DST
Paul Richardson,,1.0,WR
Paxton Lynch,,0.0,QB
Percy Harvin,,0.0,WR
Phil Dawson,7.3,4.0,K
Philip Rivers,15.1,13.0,QB
Phillip Dorsett,6.0,9.0,WR
Phillip Supernaw,,0.0,TE
Pierre Garcon,7.3,5.0,WR
Pierre Thomas,,0.0,RB
Quincy Enunwa,3.2,11.0,WR
Quinton Patton,4.1,6.0,WR
RaShaun Allen,,0.0,TE
Raiders D/ST,5.3,-4.0,DST
Rams D/ST,8.4,1.0,DST
Randall Cobb,9.0,6.0,WR
Randall Telfer,,0.0,TE
Randy Bullock,7.7,2.0,K
Rashad Jennings,8.4,7.0,RB
Ravens D/ST,6.3,8.0,DST
Redskins D/ST,2.9,-3.0,DST
Reggie Bush,,0.0,RB
Rex Burkhead,,0.0,RB
Rhett Ellison,,0.0,TE
Ricardo Lockette,,0.0,WR
Richard Rodgers,,2.0,TE
Richie Brockel,,0.0,TE
Riley Cooper,,0.0,WR
Rishard Matthews,4.1,2.0,WR
Rob Gronkowski,,0.0,TE
Rob Housler,,0.0,TE
Robbie Gould,,0.0,K
Robert Griffin III,13.9,8.0,QB
Robert Kelley,3.0,,
Robert Turbin,,1.0,RB
Robert Woods,4.5,2.0,WR
Roberto Aguayo,8.1,8.0,K
Rod Streater,2.6,,
Roddy White,,0.0,WR
Ronnie Hillman,,0.0,RB
Roy Helu Jr.,,0.0,RB
Russell Wilson,19.9,11.0,QB
Ryan Fitzpatrick,14.5,14.0,QB
Ryan Griffin,,1.0,TE
Ryan Lindley,,0.0,QB
Ryan Mallett,,0.0,QB
Ryan Mathews,10.8,13.0,RB
Ryan Nassib,,0.0,QB
Ryan Succop,6.7,4.0,K
Ryan Tannehill,11.3,14.0,QB
Ryan Williams,,0.0,RB
Saints D/ST,4.9,-8.0,DST
Sam Bradford,,0.0,QB
Sammie Coates,5.6,5.0,WR
Sammy Watkins,10.1,4.0,WR
Scott Chandler,,0.0,TE
Scott Tolzien,,0.0,QB
Seahawks D/ST,10.9,12.0,DST
Sean Mannion,,0.0,QB
Sean McGrath,,0.0,TE
Sean Renfree,,0.0,QB
Sebastian Janikowski,7.7,8.0,K
Seth DeValve,,0.0,TE
Seth Roberts,4.7,7.0,WR
Seyi Ajirotutu,,0.0,WR
Shane Vereen,5.7,5.0,RB
Shaun Draughn,4.2,6.0,RB
Shaun Hill,12.2,9.0,QB
Shaun Suisham,,0.0,K
Shayne Graham,,0.0,K
Spencer Ware,9.9,25.0,RB
Steelers D/ST,6.0,4.0,DST
Stefon Diggs,6.6,10.0,WR
Stepfan Taylor,,0.0,RB
Stephen Anderson,,2.0,TE
Stephen Gostkowski,7.3,14.0,K
Stephen Morris,,0.0,QB
Sterling Shepard,6.9,10.0,WR
Stevan Ridley,,0.0,RB
Steve Smith Sr.,6.6,1.0,WR
Steven Hauschka,9.5,6.0,K
Steven Jackson,,0.0,RB
Steven Miller,,0.0,RB
Stevie Johnson,,0.0,WR
Storm Johnson,,0.0,RB
T.J. Yates,,0.0,QB
T.J. Yeldon,8.2,12.0,RB
T.Y. Hilton,9.8,7.0,WR
Taiwan Jones,,1.0,RB
Tajae Sharpe,5.1,7.0,WR
Tajh Boyd,,0.0,QB
Tarvaris Jackson,,0.0,QB
Tavon Austin,6.9,1.0,WR
Taylor Heinicke,,0.0,QB
Ted Ginn Jr.,4.3,2.0,WR
Teddy Bridgewater,,0.0,QB
Temarrick Hemingway,,0.0,TE
Terrance West,7.0,3.0,RB
Terrance Williams,5.7,3.0,WR
Terrelle Pryor,5.6,6.0,WR
Tevin Coleman,6.2,11.0,RB
Texans D/ST,7.1,10.0,DST
Thaddeus Lewis,,0.0,QB
Theo Riddick,6.9,22.0,RB
Thomas Rawls,4.5,5.0,RB
Tim Hightower,,0.0,RB
Timothy Wright,,0.0,TE
Titans D/ST,4.9,0.0,DST
Toby Gerhart,,0.0,RB
Todd Gurley,15.7,4.0,RB
Tom Brady,,0.0,QB
Tom Savage,,0.0,QB
Tommy Bohanon,,0.0,RB
Tony Moeaki,,0.0,TE
Tony Romo,,0.0,QB
Torrey Smith,6.7,1.0,WR
Travaris Cadet,,7.0,RB
Travis Benjamin,5.6,3.0,WR
Travis Coons,,0.0,K
Travis Kelce,7.1,7.0,TE
Tre Mason,,0.0,RB
Trent Richardson,,0.0,RB
Trevone Boykin,,0.0,QB
Trevor Siemian,9.7,9.0,QB
Trey Burton,,0.0,TE
Troy Niklas,,0.0,TE
Tyler Boyd,4.4,2.0,WR
Tyler Bray,,0.0,QB
Tyler Clutts,,0.0,RB
Tyler Eifert,,0.0,TE
Tyler Gaffney,,0.0,RB
Tyler Higbee,,0.0,TE
Tyler Kroft,,0.0,TE
Tyler Lockett,7.8,1.0,WR
Tyreek Hill,,6.0,WR
Tyrell Williams,3.0,7.0,WR
Tyrod Taylor,17.0,5.0,QB
Vance McDonald,3.1,7.0,TE
Vernon Davis,,2.0,TE
Vick Ballard,,0.0,RB
Victor Cruz,4.2,9.0,WR
Vikings D/ST,7.6,21.0,DST
Vincent Brown,,0.0,WR
Vincent Jackson,7.0,1.0,WR
Virgil Green,3.1,2.0,TE
Wes Saxton,,0.0,TE
Wes Welker,,0.0,WR
Wil Lutz,7.7,9.0,K
Will Fuller V,6.0,16.0,WR
Will Johnson,,0.0,RB
Will Tye,,1.0,TE
Willie Snead,6.7,23.0,WR
Zac Dysert,,0.0,QB
Zac Stacy,,0.0,RB
Zach Ertz,7.0,5.0,TE
Zach Hocker,,0.0,K
Zach Line,,0.0,RB
Zach Mettenberger,,0.0,QB
Zach Miller,5.4,1.0,TE
Zach Sudfeld,,0.0,TE
