names,projected,actual,position
Jets D/ST,7.7,3.0,DST
Jim Dray,,0.0,TE
Jimmy Clausen,,0.0,QB
Jimmy Graham,7.3,22.0,TE
Joe Banyard,,0.0,RB
Joe Callahan,,0.0,QB
Joe Flacco,14.1,14.0,QB
Joe Morgan,,0.0,WR
Joe Webb,,0.0,QB
John Kuhn,1.2,0.0,RB
John Phillips,,0.0,TE
Johnny Manziel,,0.0,QB
Jonas Gray,,0.0,RB
Jonathan Stewart,9.5,4.0,RB
Jordan Cameron,,0.0,TE
Jordan Gay,,0.0,K
Jordan Matthews,8.0,8.0,WR
Jordan Norwood,1.8,11.0,WR
Jordan Todman,,6.0,RB
Jordy Nelson,12.1,15.0,WR
Jorvorskie Lane,,0.0,RB
Josh Brown,,0.0,K
Josh Freeman,,0.0,QB
Josh Hill,1.8,4.0,TE
Josh Javon Johnson,,0.0,QB
Josh Lambo,8.4,13.0,K
Josh McCown,,0.0,QB
Josh Robinson,,0.0,RB
Josh Scobee,,0.0,K
Joshua Cribbs,,0.0,WR
Joshua Perkins,,0.0,TE
Julio Jones,11.9,17.0,WR
Julius Thomas,4.1,2.0,TE
Justice Cunningham,,0.0,TE
Justin Blackmon,,0.0,WR
Justin Forsett,,0.0,RB
Justin Hardy,1.5,,
Justin Hunter,2.7,6.0,WR
Justin Perillo,,1.0,TE
Justin Tucker,8.2,9.0,K
Juwan Thompson,0.4,0.0,RB
Kai Forbath,,0.0,K
Kamar Aiken,1.4,0.0,WR
Kapri Bibbs,1.9,13.0,RB
Karlos Williams,,0.0,RB
Kashif Moore,,0.0,WR
Kellen Clemens,,0.0,QB
Kellen Davis,,0.0,TE
Kellen Moore,,0.0,QB
Kellen Winslow,,0.0,TE
Kelvin Benjamin,8.4,7.0,WR
Kendall Gaskins,,0.0,RB
Kendall Hunter,,0.0,RB
Kendall Wright,5.6,6.0,WR
Kenjon Barner,,6.0,RB
Kennard Backman,,0.0,TE
Kenneth Dixon,2.7,1.0,RB
Kenneth Farrow,1.5,1.0,RB
Kenny Britt,7.8,10.0,WR
Kenny Stills,6.5,1.0,WR
Kenyan Drake,,6.0,RB
Keshawn Martin,,0.0,WR
Kevin Hogan,,0.0,QB
Kevin Ogletree,,0.0,WR
Khari Lee,,0.0,TE
Khiry Robinson,,0.0,RB
Knile Davis,2.2,1.0,RB
Kyle Brindza,,0.0,K
Kyle Juszczyk,2.7,0.0,RB
Kyle Rudolph,7.2,6.0,TE
Kyle Williams,,0.0,WR
LaMike James,,0.0,RB
LaVon Brazill,,0.0,WR
Lache Seastrunk,,0.0,RB
Ladarius Green,,0.0,TE
Lance Dunbar,,0.0,RB
Lance Kendricks,5.4,9.0,TE
Lance Moore,,0.0,WR
Landry Jones,,0.0,QB
Laquon Treadwell,,1.0,WR
Larry Donnell,1.9,0.0,TE
Latavius Murray,8.4,30.0,RB
Le'Veon Bell,15.1,6.0,RB
LeSean McCoy,11.3,11.0,RB
Lee Smith,,0.0,TE
Leonard Hankerson,,0.0,WR
Levine Toilolo,1.8,9.0,TE
Lions D/ST,5.7,5.0,DST
Logan Thomas,,0.0,QB
Lorenzo Taliaferro,0.4,0.0,RB
Louis Murphy,,0.0,WR
Lucky Whitehead,0.4,,
Luke McCown,,0.0,QB
Luke Stocker,,0.0,TE
Luke Willson,,0.0,TE
Malcolm Johnson,,0.0,RB
MarQueis Gray,3.2,1.0,TE
Marc Mariani,,0.0,WR
Marcedes Lewis,1.7,2.0,TE
Marcel Reece,,0.0,RB
Marcus Easley,,0.0,WR
Marcus Mariota,15.1,25.0,QB
Marcus Murphy,,0.0,RB
Marcus Thigpen,,0.0,RB
Mark Ingram,9.5,28.0,RB
Mark Sanchez,,0.0,QB
Marlon Moore,,0.0,WR
Marqise Lee,5.3,9.0,WR
Marques Colston,,0.0,WR
Marquise Goodwin,5.0,4.0,WR
Marshawn Lynch,,0.0,RB
Marvin Jones,7.8,0.0,WR
Mason Crosby,9.4,7.0,K
Matt Asiata,6.2,3.0,RB
Matt Bryant,9.2,16.0,K
Matt Cassel,,0.0,QB
Matt Flynn,,0.0,QB
Matt Forte,14.1,15.0,RB
Matt LaCosse,,0.0,TE
Matt McGloin,,0.0,QB
Matt Moore,,0.0,QB
Matt Prater,7.1,15.0,K
Matt Ryan,17.3,27.0,QB
Matt Schaub,,0.0,QB
Matt Simms,,0.0,QB
Matt Spaeth,,0.0,TE
Matthew Mulligan,,0.0,TE
Matthew Stafford,14.4,14.0,QB
Maxx Williams,,0.0,TE
Melvin Gordon,12.9,31.0,RB
Michael Burton,,0.0,RB
Michael Crabtree,6.7,2.0,WR
Michael Hoomanawanui,,0.0,TE
Michael Thomas,6.8,19.0,WR
Mike Davis,5.8,,
Mike Evans,13.1,27.0,WR
Mike Gillislee,1.6,9.0,RB
Mike Glennon,,9.0,QB
Mike James,,1.0,RB
Mike Tolbert,0.6,0.0,RB
Mike Vick,,0.0,QB
Mike Wallace,6.7,18.0,WR
Mike Williams,,0.0,WR
Miles Austin,,0.0,WR
Mohamed Sanu,7.5,7.0,WR
MyCole Pruitt,,0.0,TE
Mychal Rivera,0.6,0.0,TE
Nathan Palmer,,0.0,WR
Neal Sterling,,0.0,TE
Nelson Agholor,4.2,4.0,WR
Nic Jacobs,,0.0,TE
Nick Boyle,,0.0,TE
Nick Foles,14.1,11.0,QB
Nick Folk,7.1,11.0,K
Nick O'Leary,,0.0,TE
Nick Toon,,0.0,WR
Nick Vannett,,0.0,TE
Odell Beckham Jr.,9.3,16.0,WR
Orleans Darkwa,,0.0,RB
Orson Charles,,0.0,TE
Owen Daniels,,0.0,TE
PLAYER,0.0,,
Packers D/ST,6.5,4.0,DST
Panthers D/ST,7.3,9.0,DST
Patrick DiMarco,,6.0,RB
Patrick Murray,,0.0,K
Paul Perkins,5.1,4.0,RB
Paul Richardson,1.5,1.0,WR
Paxton Lynch,,0.0,QB
Percy Harvin,,0.0,WR
Peyton Barber,6.9,5.0,RB
Phil Dawson,8.1,14.0,K
Philip Rivers,15.1,19.0,QB
Phillip Dorsett,4.1,2.0,WR
Phillip Supernaw,,0.0,TE
Quincy Enunwa,6.6,2.0,WR
Quinton Patton,3.2,10.0,WR
RaShaun Allen,,0.0,TE
Raiders D/ST,5.5,8.0,DST
Rams D/ST,7.0,10.0,DST
Randall Cobb,,7.0,WR
Randall Telfer,,0.0,TE
Randy Bullock,,0.0,K
Rashad Jennings,7.7,3.0,RB
Ravens D/ST,6.5,15.0,DST
Reggie Bush,,2.0,RB
Rhett Ellison,,6.0,TE
Ricardo Lockette,,0.0,WR
Richard Rodgers,3.7,6.0,TE
Richie Brockel,,0.0,TE
Rico Darnell Gathers,,0.0,TE
Riley Cooper,,0.0,WR
Rishard Matthews,5.8,18.0,WR
Robbie Gould,7.1,4.0,K
Robby Anderson,5.3,4.0,WR
Robert Griffin III,,0.0,QB
Robert Turbin,1.8,2.0,RB
Robert Woods,6.5,16.0,WR
Roberto Aguayo,8.2,2.0,K
Roddy White,,0.0,WR
Roger Lewis,,9.0,WR
Ronnie Hillman,,6.0,RB
Roosevelt Nix,,0.0,RB
Ross Travis,,0.0,TE
Roy Helu Jr.,,0.0,RB
Rueben Randle,,0.0,WR
Russell Wilson,15.1,26.0,QB
Ryan Fitzpatrick,12.8,9.0,QB
Ryan Griffin,,0.0,QB
Ryan Lindley,,0.0,QB
Ryan Mallett,,0.0,QB
Ryan Mathews,5.9,7.0,RB
Ryan Nassib,,0.0,QB
Ryan Succop,6.8,5.0,K
Ryan Tannehill,13.5,9.0,QB
Ryan Williams,,0.0,RB
Saints D/ST,7.3,4.0,DST
Sam Bradford,13.4,14.0,QB
Sammie Coates,5.9,,
Scott Simonson,,0.0,TE
Scott Tolzien,,0.0,QB
Seahawks D/ST,7.5,4.0,DST
Sean Mannion,,0.0,QB
Sean McGrath,1.7,0.0,TE
Sean Renfree,,0.0,QB
Sebastian Janikowski,7.9,11.0,K
Seth DeValve,,0.0,TE
Seth Roberts,3.5,3.0,WR
Seyi Ajirotutu,,0.0,WR
Shane Vereen,,0.0,RB
Shaun Draughn,3.1,0.0,RB
Shaun Hill,,0.0,QB
Shaun Suisham,,0.0,K
Shayne Graham,,0.0,K
Spencer Ware,,0.0,RB
Steelers D/ST,6.1,7.0,DST
Stefon Diggs,8.9,9.0,WR
Stephen Hill,,0.0,WR
Stephen Morris,,0.0,QB
Sterling Shepard,5.4,11.0,WR
Stevan Ridley,,0.0,RB
Steve Smith Sr.,7.4,6.0,WR
Steven Hauschka,8.5,8.0,K
Steven Miller,,0.0,RB
Stevie Johnson,,0.0,WR
Storm Johnson,,0.0,RB
T.J. Graham,,0.0,WR
T.J. Yeldon,5.0,10.0,RB
T.Y. Hilton,11.9,8.0,WR
Taiwan Jones,,0.0,RB
Tajae Sharpe,5.0,5.0,WR
Tajh Boyd,,0.0,QB
Tarvaris Jackson,,0.0,QB
Tavon Austin,6.9,1.0,WR
Taylor Gabriel,2.9,13.0,WR
Taylor Heinicke,,0.0,QB
Ted Ginn Jr.,4.2,4.0,WR
Teddy Bridgewater,,0.0,QB
Temarrick Hemingway,,0.0,TE
Terrance West,9.5,2.0,RB
Terrance Williams,5.6,1.0,WR
Terrelle Pryor Sr.,9.2,10.0,WR
Terron Ward,6.3,3.0,RB
Thaddeus Lewis,,0.0,QB
Theo Riddick,9.1,7.0,RB
Thomas Duarte,,0.0,TE
Tim Hightower,8.1,15.0,RB
Timothy Wright,,0.0,TE
Titans D/ST,7.0,-7.0,DST
Toby Gerhart,,0.0,RB
Todd Gurley,12.9,6.0,RB
Tommy Bohanon,,0.0,RB
Tommylee Lewis,0.4,,
Tony Romo,,0.0,QB
Torrey Smith,4.4,1.0,WR
Travaris Cadet,1.8,0.0,RB
Travis Benjamin,6.8,0.0,WR
Travis Coons,,0.0,K
Travis Kelce,5.8,5.0,TE
Tre Mason,,0.0,RB
Trent Richardson,,0.0,RB
Trevone Boykin,,0.0,QB
Trevor Davis,2.1,,
Trevor Siemian,13.7,15.0,QB
Trey Burton,1.6,5.0,TE
Trey Watts,,0.0,RB
Ty Montgomery,10.8,8.0,WR
Tyler Bray,,0.0,QB
Tyler Clutts,,0.0,RB
Tyler Higbee,,3.0,TE
Tyler Lockett,4.0,2.0,WR
Tyreek Hill,3.4,3.0,WR
Tyrell Williams,7.3,12.0,WR
Tyrod Taylor,12.7,25.0,QB
Vance McDonald,3.0,14.0,TE
Vick Ballard,,0.0,RB
Victor Cruz,5.1,4.0,WR
Vikings D/ST,7.2,3.0,DST
Vincent Brown,,0.0,WR
Vincent Jackson,,0.0,WR
Virgil Green,3.3,3.0,TE
Walter Powell,1.5,,
Wendell Smallwood,0.4,2.0,RB
Wes Saxton,,0.0,TE
Wes Welker,,0.0,WR
Wil Lutz,8.5,11.0,K
Will Johnson,,0.0,RB
Will Tye,1.7,3.0,TE
Willie Snead,8.1,3.0,WR
Xavier Grimble,1.7,1.0,TE
Zac Stacy,,0.0,RB
Zach Ertz,4.3,9.0,TE
Zach Line,,0.0,RB
Zach Mettenberger,,0.0,QB
Zach Sudfeld,,0.0,TE
Zach Zenner,2.7,,
