names,projected,actual,position
C.J. Fiedorowicz,1.9,6.0,TE
C.J. Uzomah,5.6,4.0,TE
Caleb Sturgis,7.5,14.0,K
Calvin Johnson,,0.0,WR
Cam Newton,,0.0,QB
Cameron Artis-Payne,6.8,20.0,RB
Cameron Brate,5.9,3.0,TE
Cameron Meredith,5.4,17.0,WR
Cardale Jones,,0.0,QB
Cardinals D/ST,8.4,17.0,DST
Carlos Hyde,9.1,16.0,RB
Carson Palmer,,0.0,QB
Carson Wentz,17.1,16.0,QB
Case Keenum,9.4,6.0,QB
Cecil Shorts III,,0.0,WR
Cedric Peerman,,0.0,RB
Chandler Catanzaro,7.1,7.0,K
Chargers D/ST,6.1,3.0,DST
Charles Clay,4.3,7.0,TE
Charles Johnson,4.1,,
Charles Sims,,0.0,RB
Charlie Whitehurst,,9.0,QB
Charone Peake,1.4,,
Chase Coffman,,0.0,TE
Chase Daniel,,0.0,QB
Chase Ford,,0.0,TE
Chase Reynolds,,0.0,RB
Chester Rogers,3.1,2.0,WR
Chris Boswell,8.3,8.0,K
Chris Givens,,0.0,WR
Chris Gragg,,0.0,TE
Chris Hogan,6.2,11.0,WR
Chris Johnson,,0.0,RB
Chris Owusu,,0.0,WR
Chris Pantale,,0.0,TE
Chris Polk,,0.0,RB
Chris Thompson,2.9,4.0,RB
Christian Hackenberg,,0.0,QB
Christian Ponder,,0.0,QB
Clark Harris,,0.0,TE
Clay Harbor,,0.0,TE
Clive Walford,,0.0,TE
Cody Kessler,10.6,6.0,QB
Cody Parkey,6.7,1.0,K
Cole Beasley,5.6,11.0,WR
Cole Wick,3.4,0.0,TE
Colin Kaepernick,,0.0,QB
Colt McCoy,,0.0,QB
Colts D/ST,6.6,-4.0,DST
Connor Barth,7.3,11.0,K
Connor Cook,,0.0,QB
Connor Shaw,,0.0,QB
Cordarrelle Patterson,3.1,9.0,WR
Corey Brown,4.2,1.0,WR
Cory Harkey,,0.0,RB
Cowboys D/ST,4.7,5.0,DST
Craig Stevens,,0.0,TE
Crockett Gillmore,1.4,8.0,TE
Cyrus Gray,,0.0,RB
D.J. Foster,,1.0,RB
D.J. Williams,,0.0,TE
Dak Prescott,13.3,17.0,QB
Damien Williams,1.6,6.0,RB
Dan Bailey,9.0,4.0,K
Dan Carpenter,6.7,6.0,K
Dan LeFevour,,0.0,QB
Dan Orlovsky,,0.0,QB
Dan Vitale,,0.0,TE
Danario Alexander,,0.0,WR
Daniel Fells,,0.0,TE
Daniel Herron,,0.0,RB
Daniel Thomas,,0.0,RB
Danny Amendola,1.6,1.0,WR
Danny Woodhead,,0.0,RB
Darrel Young,,0.0,RB
Darren Fells,,0.0,TE
Darren McFadden,,0.0,RB
Darren Sproles,7.0,6.0,RB
Darren Waller,,0.0,TE
Darrius Heyward-Bey,1.9,0.0,WR
Daryl Richardson,,0.0,RB
Davante Adams,3.7,14.0,WR
David Ausberry,,0.0,TE
David Fales,,0.0,QB
David Johnson,13.9,0.0,TE
David Morgan II,,0.0,TE
DeAndre Hopkins,10.4,11.0,WR
DeAndre Washington,8.1,4.0,RB
DeAngelo Williams,2.9,0.0,RB
DeMarco Murray,12.7,13.0,RB
DeSean Jackson,7.4,3.0,WR
DeVante Parker,6.9,7.0,WR
DeVier Posey,,0.0,WR
Delanie Walker,5.7,12.0,TE
Demaryius Thomas,7.7,10.0,WR
Denarius Moore,,0.0,WR
Dennis Pitta,6.8,5.0,TE
Deonte Thompson,,0.0,WR
Derek Anderson,14.4,5.0,QB
Derek Carr,14.9,21.0,QB
Derek Carrier,,0.0,TE
Derek Hagan,,0.0,WR
Derrick Henry,4.2,5.0,RB
Devin Funchess,3.2,,
Devin Hester,,0.0,WR
Devonta Freeman,8.3,17.0,RB
Devontae Booker,3.1,5.0,RB
Dexter McCluster,2.9,0.0,RB
Dez Bryant,,0.0,WR
Dillon Gordon,,0.0,TE
Dion Lewis,,0.0,RB
Dion Sims,3.3,0.0,TE
Dolphins D/ST,7.5,6.0,DST
Dominique Jones,,0.0,TE
Donald Brown,,0.0,RB
Dontrelle Inman,5.6,,
Dorial Green-Beckham,3.1,4.0,WR
Doug Martin,,0.0,RB
Drew Stanton,13.9,12.0,QB
Dri Archer,,0.0,RB
DuJuan Harris,,0.0,RB
Duke Johnson Jr.,6.5,2.0,RB
Dustin Hopkins,7.8,3.0,K
Dustin Vaughan,,0.0,QB
Dwayne Allen,5.3,11.0,TE
Dwayne Bowe,,0.0,WR
Dwayne Harris,,0.0,WR
Dylan Thompson,,0.0,QB
E.J. Bibbs,,0.0,TE
EJ Manuel,,0.0,QB
Eagles D/ST,6.0,8.0,DST
Ed Dickson,,0.0,TE
Eddie Lacy,9.7,8.0,RB
Eddie Royal,5.6,4.0,WR
Eli Manning,14.2,9.0,QB
Emmanuel Sanders,7.5,8.0,WR
Eric Decker,,0.0,WR
Eric Ebron,,0.0,TE
Eric Weems,,0.0,WR
Erik Swoope,,0.0,TE
Ezekiel Elliott,12.9,28.0,RB
Falcons D/ST,7.0,11.0,DST
Fitzgerald Toussaint,,0.0,RB
Fozzy Whittaker,5.8,4.0,RB
Frank Gore,13.6,7.0,RB
Fred Davis,,0.0,TE
Garrett Celek,3.1,0.0,TE
Garrett Graham,,0.0,TE
Garrett Hartley,,0.0,K
Gary Barnidge,5.5,7.0,TE
Gavin Escobar,,0.0,TE
Geno Smith,,0.0,QB
Geoff Swaim,,0.0,TE
George Winn,,0.0,RB
Gerald Christian,,0.0,TE
Giants D/ST,6.7,1.0,DST
Giovani Bernard,6.4,9.0,RB
Glenn Winston,,0.0,RB
Golden Tate,5.5,3.0,WR
Graham Gano,8.3,1.0,K
Greg Jennings,,0.0,WR
Greg Little,,0.0,WR
Greg Olsen,9.4,18.0,TE
Greg Salas,,0.0,WR
Greg Scruggs,,0.0,TE
Greg Zuerlein,6.2,15.0,K
Griff Whalen,,0.0,WR
Harry Douglas,,0.0,WR
Hunter Henry,6.1,13.0,TE
Ifeanyi Momah,,0.0,TE
Isaiah Crowell,7.5,3.0,RB
Isaiah Pead,1.5,0.0,RB
Jace Amaro,,0.0,TE
Jack Doyle,3.9,0.0,TE
Jacob Tamme,4.5,0.0,TE
Jacoby Brissett,,0.0,QB
Jacoby Jones,,0.0,WR
Jacquizz Rodgers,7.6,12.0,RB
Jaelen Strong,,3.0,WR
Jake Rudock,,0.0,QB
Jake Stoneburner,,0.0,TE
Jakeem Grant,,6.0,WR
Jalen Richard,7.4,9.0,RB
Jameis Winston,14.5,14.0,QB
James Casey,,0.0,TE
James Develin,,0.0,RB
James Hanna,,0.0,TE
James Jones,,0.0,WR
James Starks,2.9,4.0,RB
James White,6.9,8.0,RB
Jamison Crowder,5.7,9.0,WR
Jamize Olawale,,8.0,RB
Jared Cook,,0.0,TE
Jared Goff,,0.0,QB
Jarius Wright,,3.0,WR
Jaron Brown,2.8,,
Jarrett Boykin,,0.0,WR
Jarvis Landry,9.7,2.0,WR
Jason Witten,5.7,4.0,TE
Javorius Allen,2.8,1.0,RB
Jay Ajayi,8.0,10.0,RB
Jay Cutler,,0.0,QB
Jay Prosch,,0.0,RB
Jeff Cumberland,,0.0,TE
Jeff Driskel,,0.0,QB
Jeff Heuerman,,0.0,TE
Jerell Adams,,2.0,TE
Jeremy Hill,7.6,1.0,RB
Jeremy Kerley,6.5,16.0,WR
Jeremy Ross,,0.0,WR
Jerick McKinnon,9.7,4.0,RB
Jermaine Gresham,2.9,0.0,TE
Jerome Cunningham,,0.0,TE
Jerome Felton,,0.0,RB
Jerome Simpson,,0.0,WR
Jerricho Cotchery,,0.0,WR
Jerrod Johnson,,0.0,QB
Jesse James,5.1,10.0,TE
Jets D/ST,4.4,-1.0,DST
Jim Dray,,0.0,TE
Jimmy Clausen,,0.0,QB
Jimmy Garoppolo,,0.0,QB
Joe Callahan,,0.0,QB
Joe Flacco,15.3,12.0,QB
Joe Morgan,,0.0,WR
Joe Webb,,0.0,QB
John Brown,6.6,1.0,WR
John Phillips,,0.0,TE
Johnny Manziel,,0.0,QB
Joique Bell,,0.0,RB
Jonathan Grimes,,0.0,RB
Jonathan Stewart,,0.0,RB
Jordan Cameron,,0.0,TE
Jordan Gay,,0.0,K
Jordan Howard,11.5,21.0,RB
Jordan Matthews,9.5,6.0,WR
Jordan Norwood,1.8,2.0,WR
Jordan Reed,8.9,5.0,TE
Jordan Todman,,0.0,RB
Jordy Nelson,12.2,9.0,WR
Jorvorskie Lane,,0.0,RB
Josh Brown,7.5,12.0,K
Josh Ferguson,4.4,1.0,RB
Josh Freeman,,0.0,QB
Josh Huff,1.8,7.0,WR
Josh Javon Johnson,,0.0,QB
Josh Lambo,7.6,7.0,K
Josh McCown,,0.0,QB
Joshua Bellamy,,1.0,WR
Joshua Cribbs,,0.0,WR
Joshua Perkins,,0.0,TE
Julian Edelman,8.8,3.0,WR
Julio Jones,11.3,2.0,WR
Justice Cunningham,,0.0,TE
Justin Forsett,,0.0,RB
Justin Hunter,1.6,6.0,WR
Justin Perillo,1.8,0.0,TE
Justin Tucker,8.6,4.0,K
Juwan Thompson,,0.0,RB
Ka'Deem Carey,3.3,1.0,RB
Kamar Aiken,2.6,0.0,WR
Kapri Bibbs,,0.0,RB
Keith Wenning,,0.0,QB
Kellen Clemens,,0.0,QB
Kellen Davis,,0.0,TE
Kellen Moore,,0.0,QB
Kellen Winslow,,0.0,TE
Kelvin Benjamin,9.0,7.0,WR
Kendall Gaskins,,0.0,RB
Kendall Wright,2.7,0.0,WR
Kenjon Barner,1.7,0.0,RB
Kennard Backman,,0.0,TE
Kenneth Dixon,4.0,,
Kenny Britt,6.2,7.0,WR
Kenny Stills,5.3,,
Kenyan Drake,1.8,1.0,RB
Kerwynn Williams,,0.0,RB
Keshawn Martin,,0.0,WR
Kevin Hogan,,0.0,QB
Kevin Ogletree,,0.0,WR
Khari Lee,1.6,0.0,TE
Khiry Robinson,,0.0,RB
Kirk Cousins,15.3,12.0,QB
Kyle Brindza,,0.0,K
Kyle Juszczyk,1.9,2.0,RB
Kyle Rudolph,6.3,1.0,TE
Kyle Williams,,0.0,WR
LaMike James,,0.0,RB
LaRon Byrd,,0.0,WR
LaVon Brazill,,0.0,WR
Lache Seastrunk,,0.0,RB
Ladarius Green,,0.0,TE
Lamar Miller,10.7,2.0,RB
Lance Dunbar,,0.0,RB
Lance Kendricks,4.0,2.0,TE
Lance Moore,,0.0,WR
Landry Jones,,0.0,QB
Laquon Treadwell,2.6,,
Larry Donnell,,0.0,TE
Larry Fitzgerald,8.1,20.0,WR
Latavius Murray,,0.0,RB
Le'Veon Bell,15.3,14.0,RB
LeGarrette Blount,13.7,9.0,RB
LeSean McCoy,11.8,15.0,RB
Lee Smith,,0.0,TE
Leonard Hankerson,,0.0,WR
Levine Toilolo,,0.0,TE
Lions D/ST,5.8,7.0,DST
Logan Paulsen,,0.0,TE
Logan Thomas,,0.0,QB
Lorenzo Taliaferro,,0.0,RB
Louis Murphy,,0.0,WR
Luke Stocker,,0.0,TE
Malcolm Brown,,2.0,RB
Malcolm Mitchell,1.6,,
MarQueis Gray,,0.0,TE
Marc Mariani,,0.0,WR
Marcel Jensen,,0.0,TE
Marcel Reece,,0.0,RB
Marcus Easley,,0.0,WR
Marcus Mariota,12.9,30.0,QB
Marcus Thigpen,,0.0,RB
Marion Grice,,0.0,RB
Mark Sanchez,,0.0,QB
Markus Wheaton,4.4,1.0,WR
Marlon Moore,,0.0,WR
Marquise Goodwin,4.1,7.0,WR
Martellus Bennett,6.4,24.0,TE
Marvin Jones,9.4,9.0,WR
Mason Crosby,8.2,12.0,K
Matt Asiata,3.5,15.0,RB
Matt Barkley,,0.0,QB
Matt Blanchard,,0.0,QB
Matt Bryant,7.0,12.0,K
Matt Cassel,,0.0,QB
Matt Forte,10.8,5.0,RB
Matt Jones,8.3,3.0,RB
Matt LaCosse,,0.0,TE
Matt McGloin,,0.0,QB
Matt Moore,,0.0,QB
Matt Prater,8.1,6.0,K
Matt Ryan,13.4,14.0,QB
Matt Schaub,,0.0,QB
Matt Simms,,0.0,QB
Matt Spaeth,,0.0,TE
Matthew Mulligan,,0.0,TE
Matthew Slater,,0.0,WR
Matthew Stafford,15.5,18.0,QB
Maxx Williams,,0.0,TE
Melvin Gordon,13.6,11.0,RB
Michael Crabtree,8.0,10.0,WR
Michael Floyd,6.8,0.0,WR
Michael Williams,,0.0,TE
Mike Evans,12.0,14.0,WR
Mike Gillislee,2.9,6.0,RB
Mike Glennon,,0.0,QB
Mike James,,0.0,RB
Mike Nugent,7.0,1.0,K
Mike Tolbert,2.1,0.0,RB
Mike Vick,,0.0,QB
Mike Wallace,5.8,6.0,WR
Miles Austin,,0.0,WR
Mohamed Sanu,4.4,2.0,WR
MyCole Pruitt,1.5,0.0,TE
Mychal Rivera,4.8,0.0,TE
Nate Sudfeld,,0.0,QB
Nate Washington,,0.0,WR
Nathan Palmer,,0.0,WR
Nelson Agholor,4.2,2.0,WR
Nick Boyle,,0.0,TE
Nick Folk,7.2,8.0,K
Nick Novak,6.4,6.0,K
Nick O'Leary,,0.0,TE
Nick Toon,,0.0,WR
Niles Paul,,0.0,TE
Odell Beckham Jr.,11.9,11.0,WR
Orleans Darkwa,6.7,1.0,RB
Orson Charles,,0.0,TE
Owen Daniels,,0.0,TE
PLAYER,0.0,,
Packers D/ST,6.9,9.0,DST
Panthers D/ST,9.0,3.0,DST
Patrick DiMarco,,1.0,RB
Patrick Murray,,0.0,K
Patriots D/ST,10.6,11.0,DST
Paul Perkins,1.5,1.0,RB
Paxton Lynch,12.4,11.0,QB
Percy Harvin,,0.0,WR
Peyton Barber,4.1,,
Phil Dawson,7.0,3.0,K
Philip Rivers,16.4,26.0,QB
Phillip Dorsett,5.9,2.0,WR
Phillip Supernaw,,0.0,TE
Pierre Garcon,5.6,11.0,WR
Pierre Thomas,,0.0,RB
Quan Bray,,2.0,WR
Quincy Enunwa,8.5,5.0,WR
Quinton Patton,4.0,1.0,WR
Raiders D/ST,6.7,6.0,DST
Rams D/ST,9.5,3.0,DST
Randall Cobb,6.4,10.0,WR
Randall Telfer,,0.0,TE
Randy Bullock,,0.0,K
Rashad Jennings,,0.0,RB
Ravens D/ST,7.5,6.0,DST
Redskins D/ST,4.1,12.0,DST
Reggie Bush,,0.0,RB
Rex Burkhead,,0.0,RB
Rhett Ellison,,0.0,TE
Ricardo Louis,2.7,1.0,WR
Richard Rodgers,4.0,0.0,TE
Richie Brockel,,0.0,TE
Rico Darnell Gathers,,0.0,TE
Riley Cooper,,0.0,WR
Rishard Matthews,2.6,9.0,WR
Rob Gronkowski,8.0,10.0,TE
Rob Housler,,0.0,TE
Robbie Gould,,0.0,K
Robby Anderson,4.2,1.0,WR
Robert Griffin III,,0.0,QB
Robert Kelley,,1.0,RB
Robert Turbin,,0.0,RB
Robert Woods,5.7,2.0,WR
Roberto Aguayo,7.1,7.0,K
Rod Streater,,0.0,WR
Roddy White,,0.0,WR
Ronnie Hillman,,0.0,RB
Roy Helu Jr.,,0.0,RB
Rueben Randle,,0.0,WR
Ryan Fitzpatrick,14.8,14.0,QB
Ryan Griffin,2.8,0.0,TE
Ryan Hewitt,,0.0,RB
Ryan Lindley,,0.0,QB
Ryan Mallett,,0.0,QB
Ryan Mathews,6.1,11.0,RB
Ryan Nassib,,0.0,QB
Ryan Succop,6.4,7.0,K
Ryan Tannehill,14.3,3.0,QB
Ryan Williams,,0.0,RB
Sam Bradford,11.0,18.0,QB
Sammie Coates,7.2,25.0,WR
Scott Chandler,,0.0,TE
Scott Simonson,,0.0,TE
Scott Tolzien,,0.0,QB
Sean Mannion,,0.0,QB
Sean McGrath,,0.0,TE
Sean Renfree,,0.0,QB
Sebastian Janikowski,7.8,16.0,K
Senorise Perry,,0.0,RB
Seth DeValve,,0.0,TE
Seth Roberts,3.4,2.0,WR
Seyi Ajirotutu,,0.0,WR
Shane Vereen,,0.0,RB
Shaun Draughn,4.0,0.0,RB
Shaun Hill,,0.0,QB
Shaun Suisham,,0.0,K
Shayne Graham,,0.0,K
Silas Redd,,0.0,RB
Steelers D/ST,6.6,6.0,DST
Stepfan Taylor,,0.0,RB
Stephen Anderson,,0.0,TE
Stephen Gostkowski,9.8,6.0,K
Stephen Hill,,0.0,WR
Stephen Morris,,0.0,QB
Sterling Shepard,6.8,1.0,WR
Stevan Ridley,,0.0,RB
Steve Smith Sr.,7.8,2.0,WR
Steven Jackson,,0.0,RB
Steven Miller,,0.0,RB
Stevie Johnson,,0.0,WR
Storm Johnson,,0.0,RB
T.J. Graham,,0.0,WR
T.J. Yates,,0.0,QB
T.Y. Hilton,11.4,23.0,WR
Taiwan Jones,,0.0,RB
Tajae Sharpe,6.7,1.0,WR
Tajh Boyd,,0.0,QB
Tavon Austin,5.4,7.0,WR
Taylor Gabriel,2.6,,
Taylor Heinicke,,0.0,QB
Ted Ginn Jr.,4.4,,
Teddy Bridgewater,,0.0,QB
Temarrick Hemingway,,0.0,TE
Terrance West,9.7,9.0,RB
Terrance Williams,5.8,7.0,WR
Terrelle Pryor,8.0,4.0,WR
Tevin Coleman,4.4,22.0,RB
Texans D/ST,6.0,0.0,DST
Thaddeus Lewis,,0.0,QB
Theo Riddick,9.6,19.0,RB
Thomas Duarte,,0.0,TE
Timothy Wright,,0.0,TE
Titans D/ST,6.9,13.0,DST
Todd Gurley,12.9,14.0,RB
Tom Brady,17.9,29.0,QB
Tom Savage,,0.0,QB
Tommy Bohanon,,0.0,RB
Tony Moeaki,,0.0,TE
Tony Romo,,0.0,QB
Torrey Smith,5.3,0.0,WR
Travis Benjamin,8.3,11.0,WR
Travis Coons,,0.0,K
Tre Mason,,0.0,RB
Trent Richardson,,0.0,RB
Trevor Siemian,,0.0,QB
Trey Burton,1.6,0.0,TE
Trey Watts,,0.0,RB
Troy Niklas,,0.0,TE
Tyler Boyd,3.9,3.0,WR
Tyler Clutts,,0.0,RB
Tyler Eifert,,0.0,TE
Tyler Gaffney,,0.0,RB
Tyler Higbee,,0.0,TE
Tyler Kroft,,2.0,TE
Tyrell Williams,7.0,17.0,WR
Tyrod Taylor,13.8,14.0,QB
Vance McDonald,,0.0,TE
Vernon Davis,1.6,1.0,TE
Victor Cruz,6.4,0.0,WR
Vikings D/ST,9.7,17.0,DST
Vincent Jackson,5.5,3.0,WR
Virgil Green,,0.0,TE
Walter Powell,2.9,,
Wendell Smallwood,3.2,,
Wes Saxton,,0.0,TE
Wes Welker,,0.0,WR
Will Fuller V,8.9,,
Will Johnson,,0.0,RB
Will Tye,4.9,3.0,TE
Xavier Grimble,,1.0,TE
Zac Dysert,,0.0,QB
Zac Stacy,,0.0,RB
Zach Ertz,7.0,3.0,TE
Zach Hocker,,0.0,K
Zach Line,,0.0,RB
Zach Mettenberger,,0.0,QB
Zach Miller,5.7,7.0,TE
Zach Sudfeld,,0.0,TE
Zach Zenner,4.2,2.0,RB
