names,projected,actual,position
Dak Prescott,16.8,18.0,QB
Damaris Johnson,,0.0,WR
Damien Williams,3.2,13.0,RB
Dan Bailey,9.1,14.0,K
Dan LeFevour,,0.0,QB
Dan Vitale,,0.0,TE
Danario Alexander,,0.0,WR
Daniel Brown,,0.0,TE
Daniel Fells,,0.0,TE
Daniel Thomas,,0.0,RB
Danny Amendola,1.6,1.0,WR
Danny Woodhead,,0.0,RB
Darrel Young,,0.0,RB
Darren Fells,,0.0,TE
Darren McFadden,,0.0,RB
Darren Sproles,8.9,6.0,RB
Darren Waller,1.4,7.0,TE
Darrin Reaves,,0.0,RB
Darrius Heyward-Bey,,0.0,WR
Daryl Richardson,,0.0,RB
Davante Adams,7.1,15.0,WR
David Fales,,0.0,QB
David Johnson,24.7,0.0,TE
David Morgan II,,0.0,TE
De'Anthony Thomas,1.4,,
DeAndre Hopkins,8.9,4.0,WR
DeAngelo Williams,,0.0,RB
DeMarco Murray,14.0,25.0,RB
DeSean Jackson,,0.0,WR
DeVante Parker,6.1,10.0,WR
DeVier Posey,,0.0,WR
Delanie Walker,6.9,18.0,TE
Demaryius Thomas,9.3,14.0,WR
Demetrius Harris,2.8,0.0,TE
Denard Robinson,,0.0,RB
Dennis Pitta,5.5,2.0,TE
Deonte Thompson,,0.0,WR
Derek Anderson,,0.0,QB
Derek Carrier,,0.0,TE
Derek Hagan,,0.0,WR
Derrick Coleman,,0.0,RB
Derrick Henry,3.1,3.0,RB
Devin Funchess,4.2,11.0,WR
Devin Hester,,0.0,WR
Devonta Freeman,12.2,7.0,RB
Devontae Booker,10.1,8.0,RB
Dexter McCluster,,0.0,RB
Dez Bryant,10.2,17.0,WR
Dillon Gordon,,0.0,TE
Dion Lewis,1.5,0.0,RB
Dion Sims,2.3,0.0,TE
Dolphins D/ST,7.0,16.0,DST
Dominique Jones,,0.0,TE
Donald Brown,,0.0,RB
Dontrelle Inman,6.9,4.0,WR
Dorial Green-Beckham,4.5,,
Doug Baldwin,7.3,23.0,WR
Doug Martin,9.1,10.0,RB
Drew Brees,15.6,20.0,QB
Drew Stanton,,0.0,QB
DuJuan Harris,5.3,1.0,RB
Duke Johnson Jr.,5.5,2.0,RB
Dustin Hopkins,8.1,16.0,K
Dustin Vaughan,,0.0,QB
Dwayne Bowe,,0.0,WR
Dwayne Harris,1.7,0.0,WR
Dylan Thompson,,0.0,QB
E.J. Bibbs,,0.0,TE
Eagles D/ST,5.7,5.0,DST
Ed Dickson,,2.0,TE
Eddie Lacy,,0.0,RB
Eddie Royal,5.0,2.0,WR
Eli Manning,14.7,17.0,QB
Eli Rogers,7.1,10.0,WR
Emmanuel Sanders,10.3,5.0,WR
Eric Decker,,0.0,WR
Eric Weems,,0.0,WR
Ezekiel Elliott,14.8,38.0,RB
Falcons D/ST,7.8,1.0,DST
Fitzgerald Toussaint,,0.0,RB
Fozzy Whittaker,2.7,0.0,RB
Fred Davis,,0.0,TE
Fred Jackson,,0.0,RB
Freddie Martino,1.6,10.0,WR
Garrett Celek,2.7,0.0,TE
Garrett Graham,,0.0,TE
Garrett Grayson,,0.0,QB
Garrett Hartley,,0.0,K
Gary Barnidge,5.3,0.0,TE
Gavin Escobar,,0.0,TE
Geno Smith,,0.0,QB
Geoff Swaim,,0.0,TE
Geronimo Allison,,1.0,WR
Giants D/ST,6.3,7.0,DST
Giovani Bernard,8.0,2.0,RB
Glenn Winston,,0.0,RB
Graham Gano,8.1,6.0,K
Greg Jennings,,0.0,WR
Greg Olsen,9.3,3.0,TE
Greg Scruggs,,0.0,TE
Greg Zuerlein,5.3,9.0,K
Griff Whalen,3.1,1.0,WR
Hakeem Nicks,,0.0,WR
Harry Douglas,,0.0,WR
Hunter Henry,3.6,7.0,TE
Ifeanyi Momah,,0.0,TE
Isaiah Crowell,8.1,5.0,RB
Isaiah Pead,,0.0,RB
J.J. Nelson,6.0,,
Jace Amaro,,0.0,TE
Jacob Tamme,,0.0,TE
Jacoby Brissett,,0.0,QB
Jacoby Jones,,0.0,WR
Jacquizz Rodgers,,0.0,RB
Jaguars D/ST,7.5,3.0,DST
Jake Stoneburner,,0.0,TE
Jalin Marshall,1.9,,
Jamaal Charles,,0.0,RB
Jameis Winston,16.4,18.0,QB
James Casey,,0.0,TE
James Develin,,0.0,RB
James Hanna,,0.0,TE
James Jones,,0.0,WR
James O'Shaughnessy,,0.0,TE
James Starks,3.4,10.0,RB
James White,5.7,3.0,RB
Jamison Crowder,6.6,9.0,WR
Jared Cook,,0.0,TE
Jared Goff,,0.0,QB
Jarius Wright,,0.0,WR
Jarvis Landry,8.6,5.0,WR
Jason Avant,,0.0,WR
Jason Myers,7.2,10.0,K
Jason Witten,5.5,5.0,TE
Jay Ajayi,12.3,7.0,RB
Jay Cutler,13.3,5.0,QB
Jay Prosch,,0.0,RB
Jeff Cumberland,,0.0,TE
Jeff Driskel,,0.0,QB
Jeff Fuller,,0.0,WR
Jeff Heuerman,,0.0,TE
Jerell Adams,1.6,7.0,TE
Jeremy Hill,8.2,10.0,RB
Jeremy Kerley,5.0,11.0,WR
Jeremy Langford,,2.0,RB
Jeremy Maclin,,0.0,WR
Jeremy Ross,,0.0,WR
Jerick McKinnon,5.9,2.0,RB
Jermaine Gresham,2.1,3.0,TE
Jermaine Kearse,5.1,2.0,WR
Jerome Cunningham,,0.0,TE
Jerome Simpson,,0.0,WR
Jerricho Cotchery,,0.0,WR
Jerrod Johnson,,0.0,QB
Jesse James,3.4,5.0,TE
Jets D/ST,8.4,8.0,DST
Jimmy Clausen,,0.0,QB
Jimmy Garoppolo,,0.0,QB
Jimmy Graham,7.0,4.0,TE
Joe Banyard,,0.0,RB
Joe Callahan,,0.0,QB
Joe Flacco,14.0,21.0,QB
Joe Morgan,,0.0,WR
Joe Webb,,0.0,QB
John Brown,7.4,4.0,WR
John Kuhn,,0.0,RB
John Phillips,,0.0,TE
Johnny Manziel,,0.0,QB
Jonas Gray,,0.0,RB
Jonathan Grimes,,0.0,RB
Jonathan Stewart,9.7,3.0,RB
Jordan Cameron,,0.0,TE
Jordan Howard,10.9,8.0,RB
Jordan Matthews,8.6,7.0,WR
Jordan Norwood,2.8,1.0,WR
Jordan Reed,8.5,4.0,TE
Jordan Taylor,,9.0,WR
Jordy Nelson,12.5,18.0,WR
Jorvorskie Lane,,0.0,RB
Josh Brown,,0.0,K
Josh Hill,1.8,0.0,TE
Josh Javon Johnson,,0.0,QB
Josh Lambo,9.1,7.0,K
Josh McCown,,-4.0,QB
Josh Scobee,,0.0,K
Joshua Bellamy,1.4,0.0,WR
Joshua Perkins,,0.0,TE
Julian Edelman,8.9,7.0,WR
Julio Jones,10.4,13.0,WR
Julius Thomas,4.3,8.0,TE
Justice Cunningham,,0.0,TE
Justin Blackmon,,0.0,WR
Justin Perillo,1.7,0.0,TE
Justin Tucker,8.8,9.0,K
Juwan Thompson,,0.0,RB
Ka'Deem Carey,2.9,1.0,RB
Kai Forbath,,0.0,K
Kamar Aiken,2.8,1.0,WR
Kapri Bibbs,5.9,2.0,RB
Kashif Moore,,0.0,WR
Keith Mumphery,1.8,,
Keith Wenning,,0.0,QB
Kellen Clemens,,0.0,QB
Kellen Davis,,0.0,TE
Kellen Moore,,0.0,QB
Kellen Winslow,,0.0,TE
Kelvin Benjamin,8.8,6.0,WR
Kendall Gaskins,,0.0,RB
Kendall Hunter,,0.0,RB
Kendall Wright,4.4,6.0,WR
Kenjon Barner,,0.0,RB
Kennard Backman,,0.0,TE
Kenneth Dixon,5.7,7.0,RB
Kenneth Farrow,1.6,,
Kenny Britt,7.5,10.0,WR
Kenny Stills,5.6,10.0,WR
Kerwynn Williams,,0.0,RB
Keshawn Martin,,0.0,WR
Kevin Hogan,,0.0,QB
Kevin Ogletree,,0.0,WR
Khiry Robinson,,0.0,RB
Kirk Cousins,12.7,18.0,QB
Knile Davis,,0.0,RB
Kyle Brindza,,0.0,K
Kyle Juszczyk,1.6,2.0,RB
Kyle Rudolph,5.6,12.0,TE
Kyle Williams,,0.0,WR
LaMike James,,0.0,RB
LaRon Byrd,,0.0,WR
Lache Seastrunk,,0.0,RB
Ladarius Green,3.0,3.0,TE
Lamar Miller,11.9,8.0,RB
Lance Dunbar,,0.0,RB
Lance Kendricks,5.2,0.0,TE
Lance Moore,,0.0,WR
Landry Jones,,0.0,QB
Larry Donnell,,0.0,TE
Larry Fitzgerald,10.8,13.0,WR
Le'Veon Bell,14.5,24.0,RB
LeGarrette Blount,10.2,24.0,RB
Levine Toilolo,,0.0,TE
Logan Paulsen,,0.0,TE
Lorenzo Taliaferro,,0.0,RB
Louis Murphy,,0.0,WR
Luke McCown,,0.0,QB
Luke Stocker,,1.0,TE
Luke Willson,,0.0,TE
Malcolm Mitchell,,1.0,WR
MarQueis Gray,,1.0,TE
Marc Mariani,,0.0,WR
Marcedes Lewis,1.9,0.0,TE
Marcel Jensen,,0.0,TE
Marcus Mariota,14.2,27.0,QB
Marion Grice,,0.0,RB
Mark Ingram,8.6,6.0,RB
Mark Sanchez,,0.0,QB
Marlon Moore,,0.0,WR
Marqise Lee,4.4,5.0,WR
Marques Colston,,0.0,WR
Marshawn Lynch,,0.0,RB
Martellus Bennett,5.0,10.0,TE
Mason Crosby,7.8,7.0,K
Matt Asiata,4.2,7.0,RB
Matt Barkley,,0.0,QB
Matt Blanchard,,0.0,QB
Matt Bryant,8.8,10.0,K
Matt Cassel,,0.0,QB
Matt Flynn,,0.0,QB
Matt Forte,11.5,10.0,RB
Matt LaCosse,,0.0,TE
Matt Moore,,0.0,QB
Matt Ryan,15.1,12.0,QB
Matt Schaub,,0.0,QB
Matt Simms,,0.0,QB
Matt Spaeth,,0.0,TE
Matthew Slater,,0.0,WR
Maxx Williams,,0.0,TE
Melvin Gordon,16.3,13.0,RB
Michael Floyd,4.8,10.0,WR
Michael Hoomanawanui,,0.0,TE
Michael Thomas,6.7,,
Michael Williams,,0.0,TE
Mike Evans,13.3,6.0,WR
Mike Glennon,,0.0,QB
Mike James,,0.0,RB
Mike Nugent,7.8,8.0,K
Mike Tolbert,1.7,0.0,RB
Mike Vick,,0.0,QB
Mike Wallace,6.7,5.0,WR
Mike Williams,,0.0,WR
Miles Austin,,0.0,WR
Mohamed Sanu,7.3,1.0,WR
MyCole Pruitt,,0.0,TE
Nate Sudfeld,,0.0,QB
Nate Washington,,0.0,WR
Neal Sterling,,0.0,TE
Nelson Agholor,5.5,,
Nic Jacobs,,0.0,TE
Nick Boyle,,0.0,TE
Nick Foles,,0.0,QB
Nick Folk,6.7,0.0,K
Nick Novak,8.5,6.0,K
Nick Toon,,0.0,WR
Nick Vannett,,0.0,TE
Niles Paul,,0.0,TE
Odell Beckham Jr.,10.9,15.0,WR
Orleans Darkwa,,0.0,RB
Owen Daniels,,0.0,TE
PLAYER,0.0,,
Packers D/ST,7.5,-7.0,DST
Panthers D/ST,6.7,7.0,DST
Patrick DiMarco,,0.0,RB
Patrick Murray,,0.0,K
Patriots D/ST,7.4,1.0,DST
Paul Perkins,8.0,3.0,RB
Paul Richardson,1.3,5.0,WR
Paxton Lynch,,0.0,QB
Peyton Barber,5.4,3.0,RB
Phil Dawson,6.1,11.0,K
Philip Rivers,16.2,17.0,QB
Phillip Supernaw,,0.0,TE
Pierre Garcon,5.5,8.0,WR
Pierre Thomas,,0.0,RB
Quincy Enunwa,6.4,,
Quinton Patton,3.7,5.0,WR
RaShaun Allen,,0.0,TE
Rams D/ST,9.2,9.0,DST
Randall Cobb,9.6,3.0,WR
Randall Telfer,,0.0,TE
Randy Bullock,,0.0,K
Rashad Jennings,8.2,10.0,RB
Ravens D/ST,8.4,16.0,DST
Redskins D/ST,7.7,5.0,DST
Rex Burkhead,,0.0,RB
Rhett Ellison,,0.0,TE
Ricardo Lockette,,0.0,WR
Richard Rodgers,4.8,2.0,TE
Richie Brockel,,0.0,TE
Rico Darnell Gathers,,0.0,TE
Riley Cooper,,0.0,WR
Rishard Matthews,5.2,12.0,WR
Rob Gronkowski,9.0,5.0,TE
Rob Housler,,0.0,TE
Robbie Gould,8.1,3.0,K
Robby Anderson,4.0,6.0,WR
Robert Griffin III,,0.0,QB
Robert Kelley,8.3,9.0,RB
Roberto Aguayo,7.7,10.0,K
Rod Streater,,1.0,WR
Roddy White,,0.0,WR
Roger Lewis,5.6,,
Ronnie Hillman,2.5,0.0,RB
Roosevelt Nix,,0.0,RB
Ross Travis,,0.0,TE
Rueben Randle,,0.0,WR
Russell Wilson,14.0,25.0,QB
Ryan Fitzpatrick,,0.0,QB
Ryan Grant,2.7,,
Ryan Griffin,3.0,6.0,TE
Ryan Hewitt,,0.0,RB
Ryan Mallett,,0.0,QB
Ryan Mathews,3.4,27.0,RB
Ryan Nassib,,0.0,QB
Ryan Succop,7.0,13.0,K
Ryan Tannehill,12.0,18.0,QB
Ryan Williams,,0.0,RB
Saints D/ST,7.1,10.0,DST
Sam Bradford,11.3,18.0,QB
Sammie Coates,5.7,,
Scott Chandler,,0.0,TE
Scott Simonson,,0.0,TE
Seahawks D/ST,4.9,5.0,DST
Sean Mannion,,0.0,QB
Sean McGrath,,1.0,TE
Sean Renfree,,0.0,QB
Senorise Perry,,0.0,RB
Seth DeValve,,8.0,TE
Seyi Ajirotutu,,0.0,WR
Shane Vereen,,0.0,RB
Shaun Draughn,,0.0,RB
Shaun Hill,,0.0,QB
Shaun Suisham,,0.0,K
Shayne Graham,,0.0,K
Silas Redd,,0.0,RB
Spencer Ware,11.5,7.0,RB
Steelers D/ST,5.0,-2.0,DST
Stefon Diggs,7.6,16.0,WR
Stepfan Taylor,,0.0,RB
Stephen Anderson,1.8,6.0,TE
Stephen Gostkowski,9.3,6.0,K
Stephen Hill,,0.0,WR
Sterling Shepard,5.6,10.0,WR
Stevan Ridley,,0.0,RB
Steve Smith Sr.,7.4,12.0,WR
Steven Hauschka,7.2,14.0,K
Steven Jackson,,0.0,RB
Stevie Johnson,,0.0,WR
Storm Johnson,,0.0,RB
T.J. Graham,,0.0,WR
T.J. Yates,,0.0,QB
T.J. Yeldon,5.2,5.0,RB
Tajae Sharpe,5.1,12.0,WR
Tajh Boyd,,0.0,QB
Tarvaris Jackson,,0.0,QB
Tavon Austin,5.5,2.0,WR
Taylor Gabriel,4.3,13.0,WR
Taylor Heinicke,,0.0,QB
Ted Ginn Jr.,4.3,4.0,WR
Teddy Bridgewater,,0.0,QB
Temarrick Hemingway,,0.0,TE
Terrance West,10.3,7.0,RB
Terrance Williams,5.5,,
Terrelle Pryor Sr.,7.9,4.0,WR
Terron Ward,3.1,,
Texans D/ST,7.6,12.0,DST
Thaddeus Lewis,,0.0,QB
Thomas Duarte,,0.0,TE
Tim Hightower,6.8,5.0,RB
Titans D/ST,6.3,8.0,DST
Toby Gerhart,,0.0,RB
Todd Gurley,10.8,6.0,RB
Tom Brady,17.0,10.0,QB
Tom Savage,,0.0,QB
Tommy Bohanon,,0.0,RB
Tony Moeaki,,0.0,TE
Tony Romo,,0.0,QB
Torrey Smith,2.6,2.0,WR
Travaris Cadet,1.8,2.0,RB
Travis Benjamin,,0.0,WR
Travis Coons,,0.0,K
Travis Kelce,7.9,5.0,TE
Tre Mason,,0.0,RB
Trent Richardson,,0.0,RB
Trevone Boykin,,0.0,QB
Trevor Siemian,13.2,14.0,QB
Trey Burton,1.7,0.0,TE
Trey Watts,,0.0,RB
Troy Niklas,,0.0,TE
Ty Montgomery,8.4,1.0,WR
Tyler Boyd,4.2,1.0,WR
Tyler Bray,,0.0,QB
Tyler Clutts,,0.0,RB
Tyler Eifert,7.2,9.0,TE
Tyler Gaffney,,0.0,RB
Tyler Higbee,,0.0,TE
Tyler Kroft,,0.0,TE
Tyler Lockett,3.9,7.0,WR
Tyreek Hill,5.4,9.0,WR
Tyrell Williams,7.6,18.0,WR
Vance McDonald,2.7,5.0,TE
Vernon Davis,3.0,12.0,TE
Vick Ballard,,0.0,RB
Victor Cruz,,0.0,WR
Vikings D/ST,7.6,2.0,DST
Vincent Brown,,0.0,WR
Vincent Jackson,,0.0,WR
Virgil Green,3.3,2.0,TE
Wendell Smallwood,,7.0,RB
Wes Saxton,,0.0,TE
Wes Welker,,0.0,WR
Wil Lutz,8.5,5.0,K
Will Johnson,,0.0,RB
Will Tye,4.5,5.0,TE
Willie Snead,5.7,16.0,WR
Xavier Grimble,,0.0,TE
Zac Dysert,,0.0,QB
Zac Stacy,,0.0,RB
Zach Ertz,5.6,5.0,TE
Zach Hocker,,0.0,K
Zach Line,,0.0,RB
Zach Mettenberger,,0.0,QB
Zach Miller,6.8,3.0,TE
Zach Sudfeld,,0.0,TE
