names,projected,actual,position
Fozzy Whittaker,1.7,0.0,RB
Frank Gore,11.1,12.0,RB
Fred Davis,,0.0,TE
Fred Jackson,,0.0,RB
Garrett Celek,1.8,4.0,TE
Garrett Grayson,,0.0,QB
Garrett Hartley,,0.0,K
Gary Barnidge,4.1,8.0,TE
Gavin Escobar,,2.0,TE
Geoff Swaim,,0.0,TE
George Winn,,0.0,RB
Gerald Christian,,0.0,TE
Giants D/ST,10.0,7.0,DST
Giovani Bernard,7.2,6.0,RB
Glenn Winston,,0.0,RB
Golden Tate,7.9,0.0,WR
Graham Gano,8.8,13.0,K
Greg Jennings,,0.0,WR
Greg Little,,0.0,WR
Greg Olsen,10.0,3.0,TE
Greg Salas,,0.0,WR
Greg Scruggs,,0.0,TE
Greg Zuerlein,6.6,4.0,K
Hakeem Nicks,,0.0,WR
Harry Douglas,,0.0,WR
Ifeanyi Momah,,0.0,TE
Isaiah Crowell,11.0,2.0,RB
Isaiah Pead,,0.0,RB
J.J. Nelson,5.1,,
Jace Amaro,,0.0,TE
Jack Doyle,5.4,0.0,TE
Jacoby Brissett,,0.0,QB
Jacoby Jones,,0.0,WR
Jacquizz Rodgers,,0.0,RB
Jaguars D/ST,5.0,11.0,DST
Jake Rudock,,0.0,QB
Jake Stoneburner,,0.0,TE
Jalen Richard,3.0,11.0,RB
Jamaal Charles,,0.0,RB
Jameis Winston,14.1,17.0,QB
James Develin,,0.0,RB
James Hanna,,0.0,TE
James O'Shaughnessy,,0.0,TE
James Starks,6.7,12.0,RB
James White,6.3,12.0,RB
James Wright,,2.0,WR
Jamison Crowder,5.9,16.0,WR
Jamize Olawale,,15.0,RB
Jared Cook,3.2,14.0,TE
Jared Goff,9.8,6.0,QB
Jarius Wright,,0.0,WR
Jarvis Landry,7.6,8.0,WR
Jason Avant,,0.0,WR
Jason Myers,7.0,9.0,K
Jason Witten,5.5,3.0,TE
Jay Ajayi,13.3,7.0,RB
Jay Cutler,10.6,12.0,QB
Jay Prosch,,0.0,RB
Jeff Driskel,,0.0,QB
Jerell Adams,1.6,0.0,TE
Jeremy Hill,9.7,6.0,RB
Jeremy Kerley,5.3,0.0,WR
Jeremy Langford,2.6,9.0,RB
Jeremy Maclin,,0.0,WR
Jerick McKinnon,4.7,4.0,RB
Jermaine Gresham,3.1,9.0,TE
Jermaine Kearse,5.6,2.0,WR
Jerome Cunningham,,0.0,TE
Jerome Felton,,0.0,RB
Jerome Simpson,,0.0,WR
Jerricho Cotchery,,0.0,WR
Jerrod Johnson,,0.0,QB
Jesse James,2.4,0.0,TE
Jim Dray,,0.0,TE
Jimmy Clausen,,0.0,QB
Jimmy Garoppolo,,0.0,QB
Jimmy Graham,7.2,10.0,TE
Joe Banyard,,0.0,RB
Joe Callahan,,0.0,QB
Joe Flacco,14.7,14.0,QB
Joe Morgan,,0.0,WR
Joe Webb,,0.0,QB
John Brown,5.2,,
John Kuhn,,0.0,RB
John Phillips,,0.0,TE
Johnny Manziel,,0.0,QB
Joique Bell,,0.0,RB
Jonas Gray,,0.0,RB
Jonathan Grimes,,0.0,RB
Jonathan Stewart,10.6,9.0,RB
Jonathan Williams,,2.0,RB
Jordan Cameron,,0.0,TE
Jordan Gay,,0.0,K
Jordan Howard,10.0,9.0,RB
Jordan Matthews,7.7,5.0,WR
Jordan Reed,9.3,7.0,TE
Jordan Todman,,0.0,RB
Jordy Nelson,10.0,8.0,WR
Jorvorskie Lane,,0.0,RB
Josh Brown,,0.0,K
Josh Freeman,,0.0,QB
Josh Hill,2.1,0.0,TE
Josh Javon Johnson,,0.0,QB
Josh McCown,,7.0,QB
Josh Scobee,,0.0,K
Joshua Bellamy,2.5,3.0,WR
Joshua Cribbs,,0.0,WR
Julian Edelman,9.9,14.0,WR
Julius Thomas,4.4,1.0,TE
Justice Cunningham,,0.0,TE
Justin Blackmon,,0.0,WR
Justin Hunter,1.8,,
Justin Perillo,,0.0,TE
Justin Tucker,7.8,6.0,K
Ka'Deem Carey,,0.0,RB
Kai Forbath,6.3,6.0,K
Kamar Aiken,3.6,3.0,WR
Kashif Moore,,0.0,WR
Keith Mumphery,,1.0,WR
Keith Wenning,,0.0,QB
Kellen Moore,,0.0,QB
Kelvin Benjamin,9.1,5.0,WR
Kendall Gaskins,,0.0,RB
Kendall Hunter,,0.0,RB
Kendall Wright,4.7,5.0,WR
Kenjon Barner,,1.0,RB
Kennard Backman,,0.0,TE
Kenneth Dixon,5.1,4.0,RB
Kenny Britt,6.7,4.0,WR
Kenny Stills,5.0,3.0,WR
Kerwynn Williams,,0.0,RB
Keshawn Martin,,0.0,WR
Kevin Hogan,,0.0,QB
Kevin Ogletree,,0.0,WR
Khari Lee,,0.0,TE
Kirk Cousins,14.9,27.0,QB
Knile Davis,,0.0,RB
Kyle Juszczyk,1.5,3.0,RB
Kyle Rudolph,4.4,1.0,TE
LaMike James,,0.0,RB
LaVon Brazill,,0.0,WR
Ladarius Green,5.0,0.0,TE
Lamar Miller,9.3,16.0,RB
Lance Dunbar,,1.0,RB
Lance Kendricks,4.3,1.0,TE
Landry Jones,,0.0,QB
Larry Donnell,,0.0,TE
Larry Fitzgerald,9.3,6.0,WR
Latavius Murray,8.8,8.0,RB
Le'Veon Bell,20.8,25.0,RB
LeGarrette Blount,16.1,12.0,RB
LeSean McCoy,15.2,10.0,RB
Lee Smith,,0.0,TE
Leonard Hankerson,,0.0,WR
Lions D/ST,7.7,20.0,DST
Logan Paulsen,,0.0,TE
Logan Thomas,,0.0,QB
Lorenzo Taliaferro,,0.0,RB
Louis Murphy,,0.0,WR
Luke McCown,,0.0,QB
Luke Stocker,,0.0,TE
Luke Willson,,1.0,TE
Malcolm Mitchell,6.0,15.0,WR
MarQueis Gray,,0.0,TE
Marc Mariani,,0.0,WR
Marcedes Lewis,3.0,1.0,TE
Marcel Jensen,,0.0,TE
Marcel Reece,,0.0,RB
Marcus Easley,,0.0,WR
Marcus Mariota,18.6,21.0,QB
Marcus Thigpen,,0.0,RB
Marion Grice,,0.0,RB
Mark Ingram,9.2,6.0,RB
Mark Sanchez,,0.0,QB
Marlon Moore,,0.0,WR
Marqise Lee,5.5,11.0,WR
Marques Colston,,0.0,WR
Marquess Wilson,2.5,3.0,WR
Marquise Goodwin,4.1,1.0,WR
Marshawn Lynch,,0.0,RB
Martellus Bennett,7.4,1.0,TE
Marvin Jones,8.3,1.0,WR
Mason Crosby,7.4,5.0,K
Matt Asiata,5.6,8.0,RB
Matt Barkley,,0.0,QB
Matt Blanchard,,0.0,QB
Matt Cassel,,0.0,QB
Matt Flynn,,0.0,QB
Matt LaCosse,,0.0,TE
Matt McGloin,,0.0,QB
Matt Moore,,0.0,QB
Matt Prater,10.5,9.0,K
Matt Spaeth,,0.0,TE
Matthew Mulligan,,0.0,TE
Matthew Slater,,0.0,WR
Matthew Stafford,17.5,11.0,QB
Maxx Williams,,0.0,TE
Michael Crabtree,7.8,0.0,WR
Michael Floyd,5.5,2.0,WR
Michael Hoomanawanui,,0.0,TE
Michael Thomas,7.7,6.0,WR
Michael Williams,,0.0,TE
Mike Evans,12.0,10.0,WR
Mike Gillislee,2.2,7.0,RB
Mike Glennon,,0.0,QB
Mike James,,0.0,RB
Mike Nugent,7.5,0.0,K
Mike Tolbert,,1.0,RB
Mike Vick,,0.0,QB
Mike Wallace,7.3,7.0,WR
Mike Williams,,0.0,WR
Miles Austin,,0.0,WR
MyCole Pruitt,,0.0,TE
Mychal Rivera,,0.0,TE
Nate Sudfeld,,0.0,QB
Nate Washington,,0.0,WR
Nathan Palmer,,0.0,WR
Neal Sterling,,0.0,TE
Nelson Agholor,3.9,2.0,WR
Nic Jacobs,,0.0,TE
Nick Boyle,,0.0,TE
Nick Foles,,0.0,QB
Nick Novak,7.5,8.0,K
Nick O'Leary,,0.0,TE
Nick Toon,,0.0,WR
Nick Vannett,,0.0,TE
Niles Paul,,0.0,TE
Odell Beckham Jr.,12.6,4.0,WR
Orleans Darkwa,,0.0,RB
Orson Charles,,0.0,TE
PLAYER,0.0,,
Packers D/ST,6.0,-7.0,DST
Panthers D/ST,5.6,8.0,DST
Patrick Murray,,0.0,K
Patriots D/ST,7.7,8.0,DST
Paul Perkins,7.1,2.0,RB
Paul Richardson,1.5,,
Percy Harvin,2.8,1.0,WR
Peyton Barber,2.7,2.0,RB
Pharoh Cooper,,1.0,WR
Phil Dawson,7.1,5.0,K
Phillip Dorsett,4.4,5.0,WR
Phillip Supernaw,,0.0,TE
Pierre Garcon,5.7,17.0,WR
Pierre Thomas,,0.0,RB
Quinton Patton,5.2,1.0,WR
RaShaun Allen,,0.0,TE
Raiders D/ST,8.1,5.0,DST
Rams D/ST,7.4,9.0,DST
Randall Cobb,7.4,8.0,WR
Randall Telfer,,0.0,TE
Randy Bullock,,0.0,K
Rashad Jennings,7.3,18.0,RB
Ravens D/ST,5.8,-2.0,DST
Redskins D/ST,6.1,3.0,DST
Reggie Bush,,2.0,RB
Rex Burkhead,,1.0,RB
Rhett Ellison,,0.0,TE
Ricardo Lockette,,0.0,WR
Richard Rodgers,1.9,2.0,TE
Richie Brockel,,0.0,TE
Rico Darnell Gathers,,0.0,TE
Riley Cooper,,0.0,WR
Rishard Matthews,7.7,12.0,WR
Rob Gronkowski,,0.0,TE
Rob Housler,,0.0,TE
Robbie Gould,8.1,5.0,K
Robert Griffin III,,0.0,QB
Robert Kelley,9.2,31.0,RB
Robert Turbin,2.9,6.0,RB
Robert Woods,5.7,4.0,WR
Roberto Aguayo,6.3,14.0,K
Rod Streater,1.5,,
Roger Lewis,1.6,,
Ross Travis,,0.0,TE
Roy Helu Jr.,,0.0,RB
Rueben Randle,,0.0,WR
Russell Shepard,2.8,5.0,WR
Russell Wilson,15.0,22.0,QB
Ryan Griffin,4.2,3.0,TE
Ryan Hewitt,,0.0,RB
Ryan Lindley,,0.0,QB
Ryan Mallett,,0.0,QB
Ryan Mathews,6.6,3.0,RB
Ryan Nassib,,0.0,QB
Ryan Succop,7.9,6.0,K
Ryan Tannehill,11.2,13.0,QB
Ryan Williams,,0.0,RB
Saints D/ST,6.0,4.0,DST
Sam Bradford,11.1,8.0,QB
Sammie Coates,1.8,,
Scott Chandler,,0.0,TE
Scott Simonson,,0.0,TE
Scott Tolzien,,0.0,QB
Seahawks D/ST,7.9,7.0,DST
Sean Mannion,,0.0,QB
Sebastian Janikowski,8.1,9.0,K
Senorise Perry,,0.0,RB
Seth DeValve,,0.0,TE
Seth Roberts,4.9,,
Seyi Ajirotutu,,0.0,WR
Shane Vereen,,0.0,RB
Shaun Draughn,,10.0,RB
Shaun Hill,,0.0,QB
Shaun Suisham,,0.0,K
Silas Redd,,0.0,RB
Spencer Ware,16.0,7.0,RB
Steelers D/ST,7.1,23.0,DST
Stefon Diggs,8.6,3.0,WR
Stepfan Taylor,,0.0,RB
Stephen Anderson,,1.0,TE
Stephen Gostkowski,10.0,6.0,K
Stephen Hill,,0.0,WR
Stephen Morris,,0.0,QB
Sterling Shepard,6.8,11.0,WR
Steve Smith Sr.,8.2,15.0,WR
Steven Hauschka,8.5,7.0,K
Steven Jackson,,0.0,RB
Steven Miller,,0.0,RB
Storm Johnson,,0.0,RB
T.J. Graham,,0.0,WR
T.J. Yates,,0.0,QB
T.J. Yeldon,6.2,2.0,RB
T.Y. Hilton,12.0,15.0,WR
Taiwan Jones,,0.0,RB
Tajae Sharpe,6.6,12.0,WR
Tajh Boyd,,0.0,QB
Tarvaris Jackson,,0.0,QB
Tavon Austin,5.6,2.0,WR
Taylor Heinicke,,0.0,QB
Ted Ginn Jr.,5.9,11.0,WR
Teddy Bridgewater,,0.0,QB
Temarrick Hemingway,,0.0,TE
Terrance West,5.4,11.0,RB
Terrance Williams,2.9,1.0,WR
Terrelle Pryor Sr.,9.7,9.0,WR
Texans D/ST,4.4,2.0,DST
Thaddeus Lewis,,0.0,QB
Theo Riddick,12.3,8.0,RB
Thomas Duarte,,0.0,TE
Thomas Rawls,7.0,8.0,RB
Tim Hightower,6.9,11.0,RB
Timothy Wright,,0.0,TE
Titans D/ST,6.7,4.0,DST
Toby Gerhart,,0.0,RB
Todd Gurley,13.4,13.0,RB
Tom Brady,18.6,28.0,QB
Tom Savage,,0.0,QB
Tony Moeaki,,0.0,TE
Tony Romo,,0.0,QB
Torrey Smith,,0.0,WR
Travaris Cadet,,0.0,RB
Travis Coons,,0.0,K
Travis Kelce,7.0,10.0,TE
Tre Mason,,0.0,RB
Trent Richardson,,0.0,RB
Trevone Boykin,,0.0,QB
Trey Burton,,1.0,TE
Trey Watts,,0.0,RB
Troy Niklas,,0.0,TE
Ty Montgomery,4.4,3.0,WR
Tyler Boyd,4.2,11.0,WR
Tyler Bray,,0.0,QB
Tyler Clutts,,0.0,RB
Tyler Eifert,7.2,3.0,TE
Tyler Gaffney,,0.0,RB
Tyler Higbee,,0.0,TE
Tyler Kroft,,0.0,TE
Tyler Lockett,4.1,3.0,WR
Tyreek Hill,6.9,5.0,WR
Tyrod Taylor,15.3,7.0,QB
Vance McDonald,4.3,10.0,TE
Vernon Davis,3.3,0.0,TE
Vick Ballard,,0.0,RB
Victor Cruz,5.3,4.0,WR
Vikings D/ST,8.1,22.0,DST
Vincent Brown,,0.0,WR
Vincent Jackson,,0.0,WR
Wendell Smallwood,1.7,7.0,RB
Wes Welker,,0.0,WR
Wil Lutz,8.2,7.0,K
Will Fuller V,5.4,1.0,WR
Will Johnson,,0.0,RB
Will Tye,3.3,7.0,TE
Willie Snead,8.0,3.0,WR
Xavier Grimble,,0.0,TE
Zac Dysert,,0.0,QB
Zach Ertz,5.1,9.0,TE
Zach Hocker,,0.0,K
Zach Line,,0.0,RB
Zach Mettenberger,,0.0,QB
Zach Miller,6.5,12.0,TE
