names,projected,actual,position
Bruce Gradkowski,,0.0,QB
Bruce Miller,,0.0,TE
Bryce Brown,,0.0,RB
Bryce Petty,,0.0,QB
Bryce Treggs,,1.0,WR
Buccaneers D/ST,6.1,18.0,DST
Busta Anderson,,0.0,TE
C.J. Anderson,,0.0,RB
C.J. Fiedorowicz,6.2,4.0,TE
C.J. Spiller,,0.0,RB
C.J. Uzomah,,0.0,TE
Cairo Santos,6.7,8.0,K
Caleb Sturgis,9.7,10.0,K
Calvin Johnson,,0.0,WR
Cam Newton,18.7,19.0,QB
Cameron Brate,4.7,4.0,TE
Cameron Meredith,5.4,1.0,WR
Cardale Jones,,0.0,QB
Cardinals D/ST,5.3,1.0,DST
Carlos Hyde,10.9,15.0,RB
Carson Palmer,17.3,17.0,QB
Carson Wentz,12.4,17.0,QB
Case Keenum,,0.0,QB
Cecil Shorts III,2.9,,
Cedric Peerman,,0.0,RB
Chad Henne,,0.0,QB
Chandler Catanzaro,7.1,9.0,K
Charcandrick West,2.9,,
Chargers D/ST,8.2,11.0,DST
Charles Clay,4.6,1.0,TE
Charles Johnson,,1.0,WR
Charles Sims,,0.0,RB
Charlie Whitehurst,,0.0,QB
Chase Coffman,,0.0,TE
Chase Daniel,,0.0,QB
Chase Ford,,0.0,TE
Chase Reynolds,,0.0,RB
Chiefs D/ST,7.8,10.0,DST
Chris Boswell,8.0,4.0,K
Chris Conley,3.9,2.0,WR
Chris Gragg,,0.0,TE
Chris Harper,,3.0,WR
Chris Hogan,3.3,7.0,WR
Chris Ivory,7.6,11.0,RB
Chris Johnson,,0.0,RB
Chris Manhertz,,0.0,TE
Chris Pantale,,0.0,TE
Chris Polk,,0.0,RB
Chris Thompson,4.0,2.0,RB
Christian Hackenberg,,0.0,QB
Christian Ponder,,0.0,QB
Christine Michael,,0.0,RB
Clark Harris,,0.0,TE
Clay Harbor,,0.0,TE
Clive Walford,3.9,10.0,TE
Cobi Hamilton,4.9,,
Coby Fleener,4.3,5.0,TE
Cody Kessler,,0.0,QB
Cody Parkey,7.0,7.0,K
Cole Beasley,6.9,5.0,WR
Colin Kaepernick,15.3,32.0,QB
Colt McCoy,,0.0,QB
Colts D/ST,5.0,-2.0,DST
Connor Barth,6.1,3.0,K
Connor Cook,,0.0,QB
Connor Shaw,,0.0,QB
Cooper Helfet,,0.0,TE
Cordarrelle Patterson,6.5,3.0,WR
Corey Coleman,6.4,9.0,WR
Cory Harkey,,0.0,RB
Cowboys D/ST,3.2,-6.0,DST
Craig Stevens,,0.0,TE
Crockett Gillmore,,0.0,TE
Cyrus Gray,,0.0,RB
D.J. Williams,,0.0,TE
Dak Prescott,17.6,20.0,QB
Damien Williams,3.3,1.0,RB
Dan Bailey,10.2,8.0,K
Dan Carpenter,9.0,2.0,K
Dan LeFevour,,0.0,QB
Dan Orlovsky,,0.0,QB
Daniel Brown,,8.0,TE
Daniel Fells,,0.0,TE
Daniel Herron,,0.0,RB
Daniel Thomas,,0.0,RB
Danny Amendola,,0.0,WR
Danny Woodhead,,0.0,RB
Darrel Young,,0.0,RB
Darren Fells,,0.0,TE
Darren McFadden,,0.0,RB
Darren Sproles,8.7,4.0,RB
Darren Waller,,1.0,TE
Darrius Heyward-Bey,,0.0,WR
Daryl Richardson,,0.0,RB
Davante Adams,6.3,23.0,WR
David Ausberry,,0.0,TE
David Fales,,0.0,QB
David Johnson,19.4,0.0,TE
DeAndre Hopkins,8.6,7.0,WR
DeAngelo Williams,,0.0,RB
DeMarco Murray,15.6,8.0,RB
DeSean Jackson,8.5,17.0,WR
DeVante Parker,7.7,6.0,WR
Delanie Walker,6.8,11.0,TE
Demaryius Thomas,9.1,6.0,WR
Demetrius Harris,,2.0,TE
Denard Robinson,,3.0,RB
Dennis Pitta,5.2,3.0,TE
Deonte Thompson,,10.0,WR
Derek Anderson,,0.0,QB
Derek Carr,17.5,18.0,QB
Derek Carrier,,0.0,TE
Derek Hagan,,0.0,WR
Derrick Coleman,,0.0,RB
Derrick Henry,3.1,12.0,RB
Devin Funchess,4.6,1.0,WR
Devin Hester,,0.0,WR
Devonta Freeman,10.6,19.0,RB
Devontae Booker,11.0,9.0,RB
Dexter McCluster,,0.0,RB
Dez Bryant,9.9,7.0,WR
Dion Lewis,3.0,5.0,RB
Dion Sims,,11.0,TE
Dolphins D/ST,8.3,1.0,DST
Dominique Jones,,0.0,TE
Donald Brown,,0.0,RB
Donte Moncrief,7.2,10.0,WR
Dontrelle Inman,4.1,17.0,WR
Dorial Green-Beckham,4.5,8.0,WR
Doug Baldwin,8.0,3.0,WR
Doug Martin,11.4,6.0,RB
Drew Brees,16.7,32.0,QB
Drew Stanton,,0.0,QB
DuJuan Harris,,1.0,RB
Duke Johnson Jr.,6.8,3.0,RB
Dustin Hopkins,9.0,6.0,K
Dustin Vaughan,,0.0,QB
Dwayne Allen,4.6,4.0,TE
Dwayne Bowe,,0.0,WR
Dwayne Harris,,7.0,WR
Dwayne Washington,4.1,1.0,RB
Dylan Thompson,,0.0,QB
E.J. Bibbs,,0.0,TE
EJ Manuel,,0.0,QB
Eagles D/ST,7.9,-1.0,DST
Ed Dickson,,0.0,TE
Eddie Lacy,,0.0,RB
Eddie Royal,4.1,0.0,WR
Eli Manning,15.3,19.0,QB
Eli Rogers,6.2,3.0,WR
Emmanuel Sanders,8.9,22.0,WR
Eric Decker,,0.0,WR
Eric Ebron,7.1,0.0,TE
Eric Weems,,0.0,WR
Erik Swoope,,3.0,TE
Ezekiel Elliott,16.1,23.0,RB
Falcons D/ST,5.6,4.0,DST
Fitzgerald Toussaint,,2.0,RB
Fozzy Whittaker,,1.0,RB
Frank Gore,11.4,2.0,RB
Fred Davis,,0.0,TE
Fred Jackson,,0.0,RB
Garrett Celek,,5.0,TE
Garrett Graham,,0.0,TE
Garrett Grayson,,0.0,QB
Garrett Hartley,,0.0,K
Gary Barnidge,4.2,1.0,TE
Gavin Escobar,,0.0,TE
Geno Smith,,0.0,QB
Geoff Swaim,,0.0,TE
George Winn,,0.0,RB
Gerald Christian,,0.0,TE
Giants D/ST,9.2,22.0,DST
Giovani Bernard,,0.0,RB
Golden Tate,7.9,7.0,WR
Graham Gano,8.2,2.0,K
Greg Jennings,,0.0,WR
Greg Olsen,9.4,4.0,TE
Greg Scruggs,,0.0,TE
Greg Zuerlein,6.3,3.0,K
Hakeem Nicks,,0.0,WR
Harry Douglas,,6.0,WR
Hunter Henry,3.4,8.0,TE
Ifeanyi Momah,,0.0,TE
Isaiah Crowell,10.6,6.0,RB
Isaiah Pead,,0.0,RB
J.J. Nelson,6.6,3.0,WR
Jace Amaro,,0.0,TE
Jack Doyle,3.8,2.0,TE
Jacob Tamme,,0.0,TE
Jacoby Brissett,,0.0,QB
Jacoby Jones,,0.0,WR
Jacquizz Rodgers,,0.0,RB
Jaguars D/ST,5.6,4.0,DST
Jake Rudock,,0.0,QB
Jake Stoneburner,,0.0,TE
Jalen Richard,3.1,2.0,RB
Jamaal Charles,,0.0,RB
Jameis Winston,14.5,15.0,QB
James Casey,,0.0,TE
James Develin,,0.0,RB
James Hanna,,0.0,TE
James Jones,,0.0,WR
James O'Shaughnessy,,0.0,TE
James Starks,5.7,6.0,RB
James White,4.2,2.0,RB
James Wright,3.7,2.0,WR
Jamison Crowder,7.9,8.0,WR
Jamize Olawale,,0.0,RB
Jared Cook,4.8,0.0,TE
Jared Goff,11.2,16.0,QB
Jarvis Landry,7.4,4.0,WR
Jason Avant,,0.0,WR
Jason Myers,6.4,3.0,K
Jason Witten,6.9,3.0,TE
Jay Ajayi,19.3,11.0,RB
Jay Cutler,,0.0,QB
Jeff Cumberland,,0.0,TE
Jeff Driskel,,0.0,QB
Jeff Heuerman,,0.0,TE
Jeremy Hill,8.8,8.0,RB
Jeremy Kerley,4.2,2.0,WR
Jeremy Langford,2.7,,
Jeremy Maclin,,0.0,WR
Jerick McKinnon,7.2,7.0,RB
Jermaine Gresham,3.2,9.0,TE
Jermaine Kearse,4.6,1.0,WR
Jerome Cunningham,,0.0,TE
Jerome Felton,,0.0,RB
Jerome Simpson,,0.0,WR
Jerricho Cotchery,,0.0,WR
Jerrod Johnson,,0.0,QB
Jesse James,3.8,0.0,TE
Jets D/ST,5.6,-1.0,DST
Jim Dray,,0.0,TE
Jimmy Clausen,,0.0,QB
Jimmy Garoppolo,,0.0,QB
Jimmy Graham,7.6,4.0,TE
Joe Banyard,,0.0,RB
Joe Callahan,,0.0,QB
Joe Flacco,12.9,12.0,QB
Joe Webb,,0.0,QB
John Brown,6.8,1.0,WR
John Kuhn,,0.0,RB
John Phillips,,0.0,TE
Johnny Holton,,3.0,WR
Johnny Manziel,,0.0,QB
Joique Bell,,0.0,RB
Jonas Gray,,0.0,RB
Jonathan Grimes,,1.0,RB
Jonathan Stewart,9.0,21.0,RB
Jonathan Williams,,1.0,RB
Jordan Cameron,,0.0,TE
Jordan Gay,,0.0,K
Jordan Howard,9.2,12.0,RB
Jordan Matthews,8.3,4.0,WR
Jordan Norwood,2.8,,
Jordan Reed,9.6,21.0,TE
Jordan Taylor,,6.0,WR
Jordan Todman,,3.0,RB
Jordy Nelson,10.6,9.0,WR
Jorvorskie Lane,,0.0,RB
Josh Brown,,0.0,K
Josh Freeman,,0.0,QB
Josh Hill,,7.0,TE
Josh Javon Johnson,,0.0,QB
Josh Lambo,8.0,2.0,K
Josh McCown,11.7,12.0,QB
Josh Scobee,,0.0,K
Joshua Bellamy,,4.0,WR
Joshua Cribbs,,0.0,WR
Julian Edelman,8.9,8.0,WR
Julio Jones,10.4,3.0,WR
Julius Thomas,,0.0,TE
Justice Cunningham,,0.0,TE
Justin Forsett,,0.0,RB
Justin Hardy,,4.0,WR
Justin Hunter,,7.0,WR
Justin Perillo,,0.0,TE
Justin Tucker,8.4,19.0,K
Ka'Deem Carey,,1.0,RB
Kai Forbath,6.4,7.0,K
Kamar Aiken,,3.0,WR
Kapri Bibbs,2.8,2.0,RB
Keith Wenning,,0.0,QB
Kellen Clemens,,0.0,QB
Kellen Davis,,0.0,TE
Kellen Moore,,0.0,QB
Kellen Winslow,,0.0,TE
Kelvin Benjamin,8.6,11.0,WR
Kendall Gaskins,,0.0,RB
Kendall Hunter,,0.0,RB
Kendall Wright,4.6,,
Kenjon Barner,,1.0,RB
Kennard Backman,,0.0,TE
Kenneth Dixon,6.4,7.0,RB
Kenny Britt,7.7,11.0,WR
Kenny Stills,4.6,13.0,WR
Kerwynn Williams,,0.0,RB
Kevin Hogan,,0.0,QB
Kevin Ogletree,,0.0,WR
Khari Lee,,0.0,TE
Khiry Robinson,,0.0,RB
Kirk Cousins,17.8,29.0,QB
Knile Davis,,0.0,RB
Kyle Brindza,,0.0,K
Kyle Juszczyk,,1.0,RB
Kyle Rudolph,6.8,6.0,TE
Kyle Williams,,0.0,WR
LaMike James,,0.0,RB
Ladarius Green,5.0,6.0,TE
Lamar Miller,10.9,4.0,RB
Lance Dunbar,,0.0,RB
Lance Kendricks,4.4,11.0,TE
Lance Moore,,0.0,WR
Landry Jones,,0.0,QB
Laquon Treadwell,3.8,,
Larry Donnell,,0.0,TE
Larry Fitzgerald,9.8,5.0,WR
Latavius Murray,8.1,14.0,RB
Le'Veon Bell,18.8,20.0,RB
LeGarrette Blount,10.7,6.0,RB
LeSean McCoy,15.9,27.0,RB
Lee Smith,,0.0,TE
Leonte Carroo,,7.0,WR
Levine Toilolo,,1.0,TE
Lions D/ST,6.9,5.0,DST
Logan Paulsen,,0.0,TE
Logan Thomas,,0.0,QB
Louis Murphy,,0.0,WR
Lucky Whitehead,,1.0,WR
Luke McCown,,0.0,QB
Luke Stocker,,0.0,TE
Luke Willson,,1.0,TE
Malcolm Mitchell,,16.0,WR
MarQueis Gray,,1.0,TE
Marc Mariani,,0.0,WR
Marcedes Lewis,,0.0,TE
Marcel Jensen,,0.0,TE
Marcel Reece,,0.0,RB
Marcus Easley,,0.0,WR
Marcus Mariota,17.0,21.0,QB
Marcus Thigpen,,0.0,RB
Mark Ingram,8.6,28.0,RB
Mark Sanchez,,0.0,QB
Marqise Lee,5.5,9.0,WR
Marques Colston,,0.0,WR
Marquess Wilson,3.9,18.0,WR
Marquise Goodwin,4.2,1.0,WR
Marshawn Lynch,,0.0,RB
Martellus Bennett,5.0,2.0,TE
Marvin Jones,7.0,5.0,WR
Mason Crosby,7.2,9.0,K
Matt Asiata,6.0,9.0,RB
Matt Barkley,9.1,20.0,QB
Matt Blanchard,,0.0,QB
Matt Bryant,9.4,9.0,K
Matt Cassel,,0.0,QB
Matt Flynn,,0.0,QB
Matt Forte,11.9,4.0,RB
Matt McGloin,,0.0,QB
Matt Moore,,0.0,QB
Matt Prater,8.1,12.0,K
Matt Ryan,16.3,17.0,QB
Matt Schaub,,0.0,QB
Matt Simms,,0.0,QB
Matt Spaeth,,0.0,TE
Matthew Mulligan,,0.0,TE
Matthew Slater,,0.0,WR
Matthew Stafford,15.4,16.0,QB
Maxx Williams,,0.0,TE
Melvin Gordon,16.5,8.0,RB
Michael Crabtree,8.3,11.0,WR
Michael Floyd,5.6,3.0,WR
Michael Hoomanawanui,,0.0,TE
Michael Thomas,7.5,22.0,WR
Michael Williams,,0.0,TE
Mike Evans,12.0,22.0,WR
Mike Gillislee,,0.0,RB
Mike Glennon,,0.0,QB
Mike James,,0.0,RB
Mike Nugent,5.7,6.0,K
Mike Tolbert,,1.0,RB
Mike Vick,,0.0,QB
Mike Wallace,6.5,5.0,WR
Mike Williams,,0.0,WR
Miles Austin,,0.0,WR
Mohamed Sanu,6.1,6.0,WR
MyCole Pruitt,,0.0,TE
Mychal Rivera,,1.0,TE
Nate Sudfeld,,0.0,QB
Nate Washington,,0.0,WR
Neal Sterling,,1.0,TE
Nic Jacobs,,0.0,TE
Nick Boyle,,0.0,TE
Nick Foles,,0.0,QB
Nick Folk,6.5,6.0,K
Nick Novak,8.7,8.0,K
Nick O'Leary,,0.0,TE
Niles Paul,,0.0,TE
Odell Beckham Jr.,11.5,21.0,WR
Orson Charles,,0.0,TE
Owen Daniels,,0.0,TE
PLAYER,0.0,,
Packers D/ST,7.3,11.0,DST
Panthers D/ST,5.2,1.0,DST
Patrick DiMarco,,0.0,RB
Patrick Murray,,0.0,K
Patriots D/ST,8.1,8.0,DST
Paul Perkins,5.8,3.0,RB
Paul Richardson,,1.0,WR
Paxton Lynch,,0.0,QB
Percy Harvin,,0.0,WR
Peyton Barber,,1.0,RB
Phil Dawson,6.9,6.0,K
Philip Rivers,14.4,19.0,QB
Phillip Dorsett,4.1,3.0,WR
Phillip Supernaw,,0.0,TE
Pierre Garcon,7.8,4.0,WR
Pierre Thomas,,0.0,RB
Quincy Enunwa,6.4,16.0,WR
Quinton Patton,5.2,1.0,WR
RaShaun Allen,,0.0,TE
Raiders D/ST,6.7,12.0,DST
Rams D/ST,6.0,-8.0,DST
Randall Cobb,6.0,4.0,WR
Randall Telfer,,0.0,TE
Randy Bullock,,0.0,K
Rashad Jennings,12.8,5.0,RB
Rashard Higgins,,3.0,WR
Ravens D/ST,8.4,8.0,DST
Redskins D/ST,3.6,-1.0,DST
Reggie Bush,,0.0,RB
Rex Burkhead,3.9,3.0,RB
Rhett Ellison,,2.0,TE
Richard Rodgers,,0.0,TE
Richie Brockel,,0.0,TE
Riley Cooper,,0.0,WR
Rishard Matthews,7.6,12.0,WR
Rob Gronkowski,8.0,0.0,TE
Rob Housler,,0.0,TE
Robbie Gould,7.5,3.0,K
Robby Anderson,5.3,1.0,WR
Robert Griffin III,,0.0,QB
Robert Kelley,9.0,3.0,RB
Robert Turbin,2.9,2.0,RB
Roberto Aguayo,6.8,1.0,K
Rod Streater,,4.0,WR
Roddy White,,0.0,WR
Roger Lewis,,1.0,WR
Ronnie Hillman,,0.0,RB
Roy Helu Jr.,,0.0,RB
Russell Shepard,2.9,2.0,WR
Russell Wilson,17.2,10.0,QB
Ryan Fitzpatrick,12.1,16.0,QB
Ryan Griffin,4.2,3.0,TE
Ryan Lindley,,0.0,QB
Ryan Mallett,,0.0,QB
Ryan Mathews,,0.0,RB
Ryan Nassib,,0.0,QB
Ryan Succop,7.1,9.0,K
Ryan Tannehill,14.4,26.0,QB
Ryan Williams,,0.0,RB
Saints D/ST,7.6,9.0,DST
Sam Bradford,13.0,6.0,QB
Sammy Watkins,4.7,8.0,WR
Scott Chandler,,0.0,TE
Scott Tolzien,12.9,8.0,QB
Seahawks D/ST,6.1,7.0,DST
Sean Mannion,,0.0,QB
Sean McGrath,,0.0,TE
Sean Renfree,,0.0,QB
Sebastian Janikowski,9.1,9.0,K
Seth DeValve,,3.0,TE
Seth Roberts,5.5,11.0,WR
Seyi Ajirotutu,,0.0,WR
Shane Vereen,,0.0,RB
Shaun Draughn,,4.0,RB
Shaun Hill,,0.0,QB
Shaun Suisham,,0.0,K
Shayne Graham,,0.0,K
Spencer Ware,12.1,9.0,RB
Steelers D/ST,7.7,10.0,DST
Stepfan Taylor,,0.0,RB
Stephen Gostkowski,8.6,10.0,K
Stephen Morris,,0.0,QB
Sterling Shepard,7.1,2.0,WR
Stevan Ridley,,0.0,RB
Steve Smith Sr.,7.3,2.0,WR
Steven Hauschka,8.4,4.0,K
Steven Jackson,,0.0,RB
Steven Miller,,0.0,RB
Stevie Johnson,,0.0,WR
T.J. Yates,,0.0,QB
T.J. Yeldon,3.7,1.0,RB
T.Y. Hilton,10.4,5.0,WR
Taiwan Jones,,1.0,RB
Tajae Sharpe,6.4,1.0,WR
Tajh Boyd,,0.0,QB
Tarvaris Jackson,,0.0,QB
Tavon Austin,4.5,11.0,WR
Taylor Gabriel,4.4,21.0,WR
Taylor Heinicke,,0.0,QB
Ted Ginn Jr.,5.6,18.0,WR
Teddy Bridgewater,,0.0,QB
Terrance West,9.3,5.0,RB
Terrance Williams,4.2,7.0,WR
Terrelle Pryor Sr.,8.1,13.0,WR
Tevin Coleman,6.1,6.0,RB
Texans D/ST,6.7,3.0,DST
Thaddeus Lewis,,0.0,QB
Theo Riddick,10.5,5.0,RB
Thomas Rawls,12.8,3.0,RB
Tim Hightower,7.6,16.0,RB
Timothy Wright,,0.0,TE
Titans D/ST,9.4,1.0,DST
Toby Gerhart,,0.0,RB
Todd Gurley,9.8,8.0,RB
Tom Brady,16.5,19.0,QB
Tom Savage,,0.0,QB
Tommy Bohanon,,0.0,RB
Tony Moeaki,,0.0,TE
Tony Romo,,0.0,QB
Torrey Smith,4.0,8.0,WR
Travaris Cadet,,0.0,RB
Travis Benjamin,6.6,,
Travis Coons,,0.0,K
Travis Kelce,6.5,10.0,TE
Trent Richardson,,0.0,RB
Trevone Boykin,,0.0,QB
Trevor Siemian,11.4,28.0,QB
Trey Burton,,1.0,TE
Troy Niklas,,0.0,TE
Ty Montgomery,3.1,1.0,WR
Tyler Boyd,6.3,6.0,WR
Tyler Bray,,0.0,QB
Tyler Clutts,,0.0,RB
Tyler Eifert,7.5,12.0,TE
Tyler Kroft,,0.0,TE
Tyler Lockett,4.3,,
Tyreek Hill,6.3,23.0,WR
Tyrell Williams,7.1,13.0,WR
Tyrod Taylor,16.3,19.0,QB
Vance McDonald,4.5,6.0,TE
Vernon Davis,2.9,6.0,TE
Vick Ballard,,0.0,RB
Victor Cruz,4.1,3.0,WR
Vikings D/ST,7.2,3.0,DST
Vincent Jackson,,0.0,WR
Virgil Green,,0.0,TE
Wendell Smallwood,7.7,4.0,RB
Wes Saxton,,0.0,TE
Wes Welker,,0.0,WR
Wil Lutz,8.0,7.0,K
Will Fuller V,5.6,6.0,WR
Will Johnson,,0.0,RB
Will Tye,4.7,1.0,TE
Willie Snead,7.8,9.0,WR
Zac Dysert,,0.0,QB
Zac Stacy,,0.0,RB
Zach Ertz,5.9,3.0,TE
Zach Hocker,,0.0,K
Zach Line,,0.0,RB
Zach Mettenberger,,0.0,QB
Zach Miller,,0.0,TE
Zach Sudfeld,,0.0,TE
