names,projected,actual,position
Brandon Tate,1.8,3.0,WR
Brandon Weeden,,0.0,QB
Brandon Williams,,0.0,TE
Brent Celek,,0.0,TE
Breshad Perriman,6.3,1.0,WR
Brett Hundley,,0.0,QB
Brian Hartline,,0.0,WR
Brian Hoyer,15.2,1.0,QB
Brian Leonhardt,,0.0,TE
Brian Quick,4.1,9.0,WR
Brock Osweiler,10.1,4.0,QB
Broncos D/ST,10.7,10.0,DST
Browns D/ST,4.8,-3.0,DST
Bruce Gradkowski,,0.0,QB
Bruce Miller,,0.0,TE
Bryan Walters,,0.0,WR
Bryce Brown,,0.0,RB
Bryce Petty,,0.0,QB
Buccaneers D/ST,7.7,13.0,DST
Busta Anderson,,0.0,TE
C.J. Anderson,11.5,16.0,RB
C.J. Fiedorowicz,3.0,3.0,TE
C.J. Prosise,,1.0,RB
C.J. Spiller,,0.0,RB
C.J. Uzomah,3.0,0.0,TE
Cairo Santos,8.9,10.0,K
Caleb Sturgis,6.8,7.0,K
Calvin Johnson,,0.0,WR
Cameron Brate,6.2,2.0,TE
Cameron Meredith,8.0,1.0,WR
Cardale Jones,,0.0,QB
Cardinals D/ST,7.8,7.0,DST
Carlos Hyde,,0.0,RB
Carson Palmer,13.4,13.0,QB
Carson Wentz,13.1,5.0,QB
Case Keenum,9.8,7.0,QB
Cecil Shorts III,3.2,0.0,WR
Cedric Peerman,,0.0,RB
Chad Henne,,0.0,QB
Chandler Catanzaro,7.0,6.0,K
Charcandrick West,2.5,,
Chargers D/ST,5.1,3.0,DST
Charles Clay,6.1,2.0,TE
Charles Sims,,0.0,RB
Charlie Whitehurst,,0.0,QB
Chase Coffman,,0.0,TE
Chase Daniel,,0.0,QB
Chase Ford,,0.0,TE
Chase Reynolds,,0.0,RB
Chester Rogers,5.6,3.0,WR
Chiefs D/ST,6.1,6.0,DST
Chris Boswell,7.0,10.0,K
Chris Conley,4.2,2.0,WR
Chris Gragg,,0.0,TE
Chris Hogan,5.7,0.0,WR
Chris Ivory,6.5,4.0,RB
Chris Johnson,,0.0,RB
Chris Moore,,7.0,WR
Chris Pantale,,0.0,TE
Chris Polk,,0.0,RB
Chris Thompson,5.3,11.0,RB
Christian Hackenberg,,0.0,QB
Christian Ponder,,0.0,QB
Christine Michael,10.8,5.0,RB
Clark Harris,,0.0,TE
Clay Harbor,3.4,1.0,TE
Clive Walford,3.6,0.0,TE
Cobi Hamilton,,3.0,WR
Coby Fleener,4.7,4.0,TE
Cody Kessler,10.8,3.0,QB
Cody Parkey,6.9,5.0,K
Cole Wick,,0.0,TE
Colin Kaepernick,15.5,13.0,QB
Colt McCoy,,0.0,QB
Colts D/ST,6.3,11.0,DST
Connor Barth,6.5,4.0,K
Connor Cook,,0.0,QB
Connor Shaw,,0.0,QB
Cooper Helfet,,0.0,TE
Cordarrelle Patterson,4.1,12.0,WR
Cory Harkey,,0.0,RB
Cowboys D/ST,0.0,,
Craig Stevens,,0.0,TE
Crockett Gillmore,,0.0,TE
Cyrus Gray,,0.0,RB
D.J. Williams,,0.0,TE
Damien Williams,,7.0,RB
Dan Carpenter,7.9,5.0,K
Dan LeFevour,,0.0,QB
Dan Orlovsky,,0.0,QB
Dan Vitale,,0.0,TE
Danario Alexander,,0.0,WR
Daniel Fells,,0.0,TE
Daniel Herron,,0.0,RB
Daniel Thomas,,0.0,RB
Danny Amendola,,0.0,WR
Danny Woodhead,,0.0,RB
Darrel Young,,0.0,RB
Darren Fells,1.9,0.0,TE
Darren Sproles,5.4,4.0,RB
Darren Waller,,0.0,TE
Darrius Heyward-Bey,,9.0,WR
Daryl Richardson,,0.0,RB
Davante Adams,6.4,25.0,WR
David Ausberry,,0.0,TE
David Fales,,0.0,QB
David Johnson,12.9,0.0,TE
David Morgan II,,0.0,TE
De'Anthony Thomas,,1.0,WR
DeAndre Hopkins,7.8,3.0,WR
DeAndre Washington,4.9,1.0,RB
DeAngelo Williams,,0.0,RB
DeMarco Murray,17.0,18.0,RB
DeSean Jackson,9.0,3.0,WR
DeVante Parker,6.7,2.0,WR
Delanie Walker,6.7,14.0,TE
Demaryius Thomas,7.1,10.0,WR
Demetrius Harris,,1.0,TE
Denard Robinson,,0.0,RB
Denarius Moore,,0.0,WR
Dennis Pitta,6.6,4.0,TE
Derek Carr,14.8,12.0,QB
Derek Carrier,,0.0,TE
Derek Hagan,,0.0,WR
Derrick Coleman,,0.0,RB
Derrick Henry,3.1,,
Devin Hester,,0.0,WR
Devin Street,2.9,2.0,WR
Devonta Freeman,12.7,9.0,RB
Devontae Booker,5.4,14.0,RB
Dexter McCluster,,0.0,RB
Dion Lewis,,0.0,RB
Dion Sims,,0.0,TE
Dolphins D/ST,6.0,6.0,DST
Dominique Jones,,0.0,TE
Don Jackson,4.5,,
Donald Brown,,0.0,RB
Dontrelle Inman,4.2,5.0,WR
Dorial Green-Beckham,4.2,6.0,WR
Doug Baldwin,7.9,6.0,WR
Doug Martin,,0.0,RB
Drew Brees,16.7,24.0,QB
Drew Stanton,,0.0,QB
Dri Archer,,0.0,RB
DuJuan Harris,1.8,4.0,RB
Duke Johnson Jr.,6.6,2.0,RB
Dustin Hopkins,8.7,4.0,K
Dustin Vaughan,,0.0,QB
Dwayne Allen,,0.0,TE
Dwayne Bowe,,0.0,WR
Dwayne Harris,,0.0,WR
Dylan Thompson,,0.0,QB
E.J. Bibbs,,0.0,TE
EJ Manuel,,0.0,QB
Eagles D/ST,6.2,25.0,DST
Eddie Lacy,,0.0,RB
Eddie Royal,,0.0,WR
Eli Manning,13.6,7.0,QB
Eli Rogers,4.3,,
Emmanuel Sanders,8.1,8.0,WR
Eric Decker,,0.0,WR
Eric Ebron,,0.0,TE
Eric Weems,,0.0,WR
Erik Swoope,3.1,5.0,TE
Falcons D/ST,6.8,10.0,DST
Frank Gore,9.8,14.0,RB
Fred Davis,,0.0,TE
Fred Jackson,,0.0,RB
Garrett Celek,,0.0,TE
Garrett Graham,,0.0,TE
Garrett Grayson,,0.0,QB
Garrett Hartley,,0.0,K
Gary Barnidge,5.2,6.0,TE
Geno Smith,11.5,7.0,QB
George Winn,,0.0,RB
Gerald Christian,,0.0,TE
Giants D/ST,10.5,20.0,DST
Giovani Bernard,9.6,14.0,RB
Golden Tate,8.4,9.0,WR
Greg Jennings,,0.0,WR
Greg Little,,0.0,WR
Greg Salas,,0.0,WR
Greg Scruggs,,0.0,TE
Greg Zuerlein,5.7,4.0,K
Griff Whalen,,1.0,WR
Hakeem Nicks,,0.0,WR
Harry Douglas,,0.0,WR
Hunter Henry,6.2,1.0,TE
Ifeanyi Momah,,5.0,TE
Isaiah Crowell,10.2,13.0,RB
Isaiah Pead,,0.0,RB
J.J. Nelson,2.7,8.0,WR
Jace Amaro,,0.0,TE
Jack Doyle,5.2,13.0,TE
Jacob Tamme,3.8,7.0,TE
Jacoby Brissett,,0.0,QB
Jacoby Jones,,0.0,WR
Jacquizz Rodgers,10.8,15.0,RB
Jaelen Strong,,1.0,WR
Jaguars D/ST,7.1,-1.0,DST
Jake Rudock,,0.0,QB
Jake Stoneburner,,0.0,TE
Jalen Richard,4.7,,
Jalin Marshall,1.9,,
Jamaal Charles,6.0,0.0,RB
Jameis Winston,15.8,20.0,QB
James Casey,,0.0,TE
James Develin,,0.0,RB
James Jones,,0.0,WR
James O'Shaughnessy,,0.0,TE
James Starks,,0.0,RB
James White,8.3,9.0,RB
Jamison Crowder,6.0,10.0,WR
Jamize Olawale,,1.0,RB
Jared Cook,,0.0,TE
Jared Goff,,0.0,QB
Jaron Brown,4.3,,
Jarvis Landry,9.1,9.0,WR
Jason Avant,,0.0,WR
Jason Myers,8.9,11.0,K
Jay Ajayi,9.1,27.0,RB
Jay Cutler,,0.0,QB
Jeff Cumberland,,0.0,TE
Jeff Driskel,,0.0,QB
Jeff Heuerman,,0.0,TE
Jerell Adams,,0.0,TE
Jeremy Hill,10.0,24.0,RB
Jeremy Kerley,6.7,1.0,WR
Jeremy Maclin,8.9,4.0,WR
Jerick McKinnon,8.6,4.0,RB
Jermaine Gresham,,1.0,TE
Jermaine Kearse,4.1,5.0,WR
Jerome Cunningham,,0.0,TE
Jerome Felton,,0.0,RB
Jerome Simpson,,0.0,WR
Jesse James,3.9,1.0,TE
Jets D/ST,7.5,11.0,DST
Jim Dray,,0.0,TE
Jimmy Clausen,,0.0,QB
Jimmy Garoppolo,,0.0,QB
Jimmy Graham,6.2,5.0,TE
Joe Banyard,,0.0,RB
Joe Callahan,,0.0,QB
Joe Flacco,14.8,5.0,QB
John Kuhn,,0.0,RB
John Phillips,,0.0,TE
Johnny Holton,,2.0,WR
Johnny Manziel,,0.0,QB
Joique Bell,,0.0,RB
Jonas Gray,,0.0,RB
Jonathan Grimes,,0.0,RB
Jordan Cameron,,0.0,TE
Jordan Gay,,0.0,K
Jordan Howard,9.2,2.0,RB
Jordan Matthews,6.7,1.0,WR
Jordan Norwood,,0.0,WR
Jordan Reed,,0.0,TE
Jordan Todman,,0.0,RB
Jordy Nelson,12.2,0.0,WR
Jorvorskie Lane,,0.0,RB
Josh Brown,,0.0,K
Josh Freeman,,0.0,QB
Josh Hill,1.9,0.0,TE
Josh Huff,,9.0,WR
Josh Javon Johnson,,0.0,QB
Josh Lambo,8.6,17.0,K
Josh McCown,,0.0,QB
Josh Scobee,,0.0,K
Joshua Bellamy,3.8,3.0,WR
Joshua Cribbs,,0.0,WR
Julian Edelman,8.8,4.0,WR
Julio Jones,12.5,17.0,WR
Julius Thomas,5.9,8.0,TE
Justice Cunningham,,0.0,TE
Justin Forsett,5.4,4.0,RB
Justin Hardy,3.2,,
Justin Hunter,4.7,2.0,WR
Justin Perillo,,0.0,TE
Justin Tucker,7.7,14.0,K
Juwan Thompson,,0.0,RB
Ka'Deem Carey,,4.0,RB
Kai Forbath,,0.0,K
Kamar Aiken,6.2,5.0,WR
Keith Wenning,,0.0,QB
Kellen Clemens,,0.0,QB
Kellen Davis,,0.0,TE
Kellen Winslow,,0.0,TE
Kendall Gaskins,,0.0,RB
Kendall Hunter,,0.0,RB
Kendall Wright,4.2,1.0,WR
Kenjon Barner,,0.0,RB
Kennard Backman,,0.0,TE
Kenneth Dixon,2.8,,
Kenneth Farrow,,1.0,RB
Kenny Britt,7.6,4.0,WR
Kenny Stills,3.8,16.0,WR
Kerwynn Williams,,0.0,RB
Kevin Hogan,,16.0,QB
Kevin Ogletree,,0.0,WR
Khari Lee,,0.0,TE
Khiry Robinson,,0.0,RB
Kirk Cousins,17.5,21.0,QB
Knile Davis,,0.0,RB
Kyle Brindza,,0.0,K
Kyle Juszczyk,2.7,0.0,RB
Kyle Rudolph,4.7,5.0,TE
Kyle Williams,,0.0,WR
LaMike James,,0.0,RB
Lache Seastrunk,,0.0,RB
Ladarius Green,,0.0,TE
Lamar Miller,11.3,6.0,RB
Lance Kendricks,4.2,5.0,TE
Lance Moore,,0.0,WR
Landry Jones,12.4,13.0,QB
Larry Donnell,1.9,,
Larry Fitzgerald,9.5,7.0,WR
Latavius Murray,6.8,17.0,RB
Le'Veon Bell,13.7,14.0,RB
LeGarrette Blount,8.7,24.0,RB
LeSean McCoy,10.5,1.0,RB
Lee Smith,,0.0,TE
Leonard Hankerson,,0.0,WR
Levine Toilolo,2.0,0.0,TE
Lions D/ST,6.3,4.0,DST
Logan Paulsen,,0.0,TE
Logan Thomas,,0.0,QB
Lorenzo Taliaferro,,1.0,RB
Louis Murphy,,0.0,WR
Luke McCown,,0.0,QB
Luke Stocker,,0.0,TE
Luke Willson,,0.0,TE
Malcolm Johnson,,2.0,RB
MarQueis Gray,2.9,0.0,TE
Marc Mariani,,0.0,WR
Marcedes Lewis,2.0,1.0,TE
Marcel Jensen,,0.0,TE
Marcel Reece,,0.0,RB
Marcus Easley,,0.0,WR
Marcus Mariota,15.5,16.0,QB
Marcus Thigpen,,0.0,RB
Marion Grice,,0.0,RB
Mark Ingram,11.4,12.0,RB
Marlon Moore,,0.0,WR
Marqise Lee,5.9,10.0,WR
Marques Colston,,0.0,WR
Marquise Goodwin,5.5,15.0,WR
Marshawn Lynch,,0.0,RB
Martellus Bennett,6.5,0.0,TE
Marvin Jones,8.7,9.0,WR
Mason Crosby,8.5,8.0,K
Matt Asiata,5.5,7.0,RB
Matt Barkley,,-1.0,QB
Matt Blanchard,,0.0,QB
Matt Bryant,10.1,12.0,K
Matt Cassel,,0.0,QB
Matt Flynn,,0.0,QB
Matt Forte,8.2,25.0,RB
Matt Jones,9.8,,
Matt McGloin,,0.0,QB
Matt Moore,,0.0,QB
Matt Prater,8.9,8.0,K
Matt Ryan,19.0,12.0,QB
Matt Schaub,,0.0,QB
Matt Simms,,0.0,QB
Matt Spaeth,,0.0,TE
Matthew Mulligan,,0.0,TE
Matthew Slater,,0.0,WR
Matthew Stafford,17.4,17.0,QB
Maxx Williams,,0.0,TE
Melvin Gordon,11.9,29.0,RB
Michael Crabtree,8.0,15.0,WR
Michael Floyd,6.8,6.0,WR
Michael Hoomanawanui,,0.0,TE
Michael Thomas,6.2,13.0,WR
Michael Williams,,0.0,TE
Mike Davis,9.3,8.0,RB
Mike Evans,11.6,21.0,WR
Mike Gillislee,6.3,2.0,RB
Mike Glennon,,0.0,QB
Mike James,,0.0,RB
Mike Nugent,9.0,5.0,K
Mike Vick,,0.0,QB
Mike Wallace,7.7,12.0,WR
Mike Williams,,0.0,WR
Miles Austin,,0.0,WR
Mohamed Sanu,8.0,1.0,WR
MyCole Pruitt,,0.0,TE
Mychal Rivera,,1.0,TE
Nate Sudfeld,,0.0,QB
Nate Washington,,0.0,WR
Neal Sterling,,0.0,TE
Nelson Agholor,4.1,1.0,WR
Nic Jacobs,,0.0,TE
Nick Boyle,,0.0,TE
Nick Foles,,0.0,QB
Nick Folk,7.0,5.0,K
Nick Novak,6.4,11.0,K
Nick O'Leary,,0.0,TE
Nick Vannett,,0.0,TE
Niles Paul,,1.0,TE
Odell Beckham Jr.,11.0,4.0,WR
Orson Charles,,0.0,TE
Owen Daniels,,0.0,TE
PLAYER,0.0,,
Packers D/ST,6.4,11.0,DST
Panthers D/ST,0.0,,
Patrick DiMarco,,0.0,RB
Patrick Murray,,0.0,K
Patriots D/ST,8.3,2.0,DST
Paul Perkins,,1.0,RB
Paul Richardson,,1.0,WR
Paxton Lynch,,0.0,QB
Percy Harvin,,0.0,WR
Peyton Barber,3.2,14.0,RB
Phil Dawson,7.8,5.0,K
Philip Rivers,17.3,14.0,QB
Phillip Supernaw,,0.0,TE
Pierre Garcon,8.5,2.0,WR
Pierre Thomas,,0.0,RB
Quincy Enunwa,5.8,13.0,WR
Quinton Patton,4.2,1.0,WR
RaShaun Allen,,0.0,TE
Raiders D/ST,8.1,8.0,DST
Rams D/ST,7.3,5.0,DST
Randall Cobb,9.0,17.0,WR
Randall Telfer,,0.0,TE
Randy Bullock,,0.0,K
Rashad Jennings,7.7,10.0,RB
Rashard Higgins,,1.0,WR
Ravens D/ST,10.6,17.0,DST
Redskins D/ST,5.3,3.0,DST
Reggie Bush,,9.0,RB
Rex Burkhead,,3.0,RB
Rhett Ellison,,0.0,TE
Ricardo Lockette,,0.0,WR
Ricardo Louis,4.0,,
Richard Rodgers,3.6,0.0,TE
Riley Cooper,,0.0,WR
Rishard Matthews,4.5,3.0,WR
Rob Gronkowski,12.3,15.0,TE
Rob Housler,,0.0,TE
Robbie Gould,7.2,5.0,K
Robby Anderson,1.8,7.0,WR
Robert Griffin III,,0.0,QB
Robert Kelley,1.8,7.0,RB
Robert Turbin,,1.0,RB
Roberto Aguayo,7.8,9.0,K
Roddy White,,0.0,WR
Ronnie Hillman,,0.0,RB
Roy Helu Jr.,,0.0,RB
Russell Shepard,,13.0,WR
Russell Wilson,14.8,9.0,QB
Ryan Fitzpatrick,,8.0,QB
Ryan Griffin,,1.0,TE
Ryan Lindley,,0.0,QB
Ryan Mallett,,0.0,QB
Ryan Mathews,5.6,5.0,RB
Ryan Nassib,,0.0,QB
Ryan Succop,7.1,10.0,K
Ryan Tannehill,12.5,16.0,QB
Saints D/ST,4.0,0.0,DST
Sam Bradford,11.8,6.0,QB
Sammie Coates,5.7,,
Scott Chandler,,0.0,TE
Scott Tolzien,,0.0,QB
Seahawks D/ST,8.2,9.0,DST
Sean Mannion,,0.0,QB
Sean McGrath,,0.0,TE
Sean Renfree,,0.0,QB
Sebastian Janikowski,7.8,18.0,K
Seth DeValve,,0.0,TE
Seth Roberts,3.6,4.0,WR
Seyi Ajirotutu,,0.0,WR
Shane Vereen,,0.0,RB
Shaun Draughn,6.5,10.0,RB
Shaun Hill,,0.0,QB
Shaun Suisham,,0.0,K
Shayne Graham,,0.0,K
Spencer Ware,12.6,18.0,RB
Steelers D/ST,4.8,3.0,DST
Stefon Diggs,8.7,1.0,WR
Stepfan Taylor,,0.0,RB
Stephen Anderson,,0.0,TE
Stephen Gostkowski,9.3,3.0,K
Stephen Morris,,0.0,QB
Sterling Shepard,5.5,3.0,WR
Stevan Ridley,,0.0,RB
Steve Smith Sr.,,0.0,WR
Steven Hauschka,7.5,6.0,K
Steven Jackson,,0.0,RB
Steven Miller,,0.0,RB
Stevie Johnson,,0.0,WR
Storm Johnson,,0.0,RB
T.J. Yates,,0.0,QB
T.J. Yeldon,8.2,2.0,RB
T.Y. Hilton,11.6,19.0,WR
Taiwan Jones,,0.0,RB
Tajae Sharpe,5.1,5.0,WR
Tajh Boyd,,0.0,QB
Tanner McEvoy,,1.0,WR
Tarvaris Jackson,,0.0,QB
Tavon Austin,5.5,12.0,WR
Taylor Heinicke,,0.0,QB
Teddy Bridgewater,,0.0,QB
Temarrick Hemingway,,0.0,TE
Terrance West,8.6,1.0,RB
Terrelle Pryor Sr.,9.4,1.0,WR
Tevin Coleman,9.1,13.0,RB
Texans D/ST,6.9,0.0,DST
Thaddeus Lewis,,0.0,QB
Theo Riddick,,0.0,RB
Thomas Duarte,,0.0,TE
Tim Hightower,,3.0,RB
Timothy Wright,,0.0,TE
Titans D/ST,6.5,-2.0,DST
Toby Gerhart,,0.0,RB
Todd Gurley,12.3,8.0,RB
Tom Brady,19.5,17.0,QB
Tom Savage,,0.0,QB
Tommy Bohanon,,0.0,RB
Tony Moeaki,,0.0,TE
Torrey Smith,5.7,1.0,WR
Travaris Cadet,2.9,0.0,RB
Travis Benjamin,7.2,5.0,WR
Travis Coons,,0.0,K
Travis Kelce,6.8,2.0,TE
Tre Mason,,0.0,RB
Trent Richardson,,0.0,RB
Trevone Boykin,,0.0,QB
Trevor Siemian,11.1,10.0,QB
Trey Burton,,0.0,TE
Troy Niklas,,0.0,TE
Ty Montgomery,6.3,12.0,WR
Tyler Boyd,4.1,,
Tyler Bray,,0.0,QB
Tyler Eifert,4.6,0.0,TE
Tyler Gaffney,,0.0,RB
Tyler Higbee,,0.0,TE
Tyler Kroft,,0.0,TE
Tyler Lockett,5.4,1.0,WR
Tyreek Hill,3.1,11.0,WR
Tyrell Williams,8.5,14.0,WR
Tyrod Taylor,16.5,23.0,QB
Vance McDonald,1.9,2.0,TE
Vernon Davis,7.5,7.0,TE
Vick Ballard,,0.0,RB
Victor Cruz,5.2,5.0,WR
Vikings D/ST,7.9,10.0,DST
Vincent Brown,,0.0,WR
Vincent Jackson,,0.0,WR
Virgil Green,3.3,0.0,TE
Walter Powell,3.3,2.0,WR
Wendell Smallwood,,1.0,RB
Wes Saxton,,0.0,TE
Wes Welker,,0.0,WR
Wil Lutz,7.0,3.0,K
Will Fuller V,6.4,2.0,WR
Will Johnson,,0.0,RB
Will Tye,1.9,1.0,TE
Willie Snead,7.8,8.0,WR
Xavier Grimble,,1.0,TE
Zac Dysert,,0.0,QB
Zac Stacy,,0.0,RB
Zach Ertz,5.4,1.0,TE
Zach Hocker,,0.0,K
Zach Line,,0.0,RB
Zach Mettenberger,,0.0,QB
Zach Miller,6.9,4.0,TE
Zach Sudfeld,,0.0,TE
Zach Zenner,9.4,8.0,RB
